,Area,Year,Item,Element Code,Unit,value
505975,South-eastern Asia,1976-01-01,"Coconuts, in shell",5312,ha,4743397.0
505978,South-eastern Asia,1976-01-01,"Coffee, green",5312,ha,485156.0
505982,South-eastern Asia,1976-01-01,"Corn, all",5312,ha,7074631.0
505988,South-eastern Asia,1976-01-01,"Cow peas, dry",5312,ha,25959.0
505992,South-eastern Asia,1976-01-01,Cucumbers and gherkins,5312,ha,55245.0
505996,South-eastern Asia,1976-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,86697.0
506000,South-eastern Asia,1976-01-01,"Ginger, raw",5312,ha,9810.0
506004,South-eastern Asia,1976-01-01,Grapes,5312,ha,400.0
506007,South-eastern Asia,1976-01-01,Green garlic,5312,ha,30630.0
506011,South-eastern Asia,1976-01-01,"Groundnuts, excluding shelled",5312,ha,1377321.0
506018,South-eastern Asia,1976-01-01,"Jute, raw or retted",5312,ha,66385.0
506022,South-eastern Asia,1976-01-01,Kapok fruit,5312,ha,256580.0
506026,South-eastern Asia,1976-01-01,Lemons and limes,5312,ha,18854.0
506029,South-eastern Asia,1976-01-01,"Lentils, dry",5312,ha,3803.0
506032,South-eastern Asia,1976-01-01,Lettuce and chicory,5312,ha,15.0
506035,South-eastern Asia,1976-01-01,"Mangoes, guavas and mangosteens",5312,ha,218550.0
506039,South-eastern Asia,1976-01-01,Millet,5312,ha,150140.0
506045,South-eastern Asia,1976-01-01,Mustard seed,5312,ha,8507.0
506051,South-eastern Asia,1976-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,28500.0
506057,South-eastern Asia,1976-01-01,Oil palm fruit,5312,ha,593449.0
506060,South-eastern Asia,1976-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,132701.0
506063,South-eastern Asia,1976-01-01,"Onions and shallots, green",5312,ha,3060.0
506066,South-eastern Asia,1976-01-01,Oranges,5312,ha,68710.0
506071,South-eastern Asia,1976-01-01,Papayas,5312,ha,36570.0
506074,South-eastern Asia,1976-01-01,"Peas, dry",5312,ha,25661.0
506077,South-eastern Asia,1976-01-01,"Peas, green",5312,ha,9950.0
506080,South-eastern Asia,1976-01-01,"Pepper (Piper spp.), raw",5312,ha,55379.0
506084,South-eastern Asia,1976-01-01,"Pigeon peas, dry",5312,ha,63969.0
506087,South-eastern Asia,1976-01-01,Pineapples,5312,ha,165966.0
506090,South-eastern Asia,1976-01-01,Plantains and cooking bananas,5312,ha,43113.0
506093,South-eastern Asia,1976-01-01,Pomelos and grapefruits,5312,ha,18090.0
506096,South-eastern Asia,1976-01-01,Potatoes,5312,ha,64257.0
506100,South-eastern Asia,1976-01-01,"Pumpkins, squash and gourds",5312,ha,25190.0
506103,South-eastern Asia,1976-01-01,"Ramie, raw or retted",5312,ha,590.0
506119,South-eastern Asia,1976-01-01,Rice,5312,ha,32659184.0
506122,South-eastern Asia,1976-01-01,"Seed cotton, unginned",5312,ha,201226.0
506125,South-eastern Asia,1976-01-01,Sesame seed,5312,ha,714297.0
506132,South-eastern Asia,1976-01-01,"Sisal, raw",5312,ha,250.0
506135,South-eastern Asia,1976-01-01,Sorghum,5312,ha,135380.0
506139,South-eastern Asia,1976-01-01,Soya beans,5312,ha,821036.0
506142,South-eastern Asia,1976-01-01,Sugar cane,5312,ha,1212354.0
506145,South-eastern Asia,1976-01-01,Sunflower seed,5312,ha,3514.0
506149,South-eastern Asia,1976-01-01,Sweet potatoes,5312,ha,778500.0
506154,South-eastern Asia,1976-01-01,"Tangerines, mandarins, clementines",5312,ha,32220.0
506157,South-eastern Asia,1976-01-01,Taro,5312,ha,43670.0
506160,South-eastern Asia,1976-01-01,Tea leaves,5312,ha,163024.0
506163,South-eastern Asia,1976-01-01,Tomatoes,5312,ha,42646.0
506167,South-eastern Asia,1976-01-01,Unmanufactured tobacco,5312,ha,538368.0
506170,South-eastern Asia,1976-01-01,"Vanilla, raw",5312,ha,2600.0
506173,South-eastern Asia,1976-01-01,Watermelons,5312,ha,73652.0
506176,South-eastern Asia,1976-01-01,Wheat,5312,ha,86669.0
506179,South-eastern Asia,1976-01-01,Yams,5312,ha,6310.0
506183,South-eastern Asia,1977-01-01,"Abaca, manila hemp, raw",5312,ha,250517.0
506186,South-eastern Asia,1977-01-01,"Agave fibres, raw, n.e.c.",5312,ha,2630.0
506189,South-eastern Asia,1977-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,500.0
506192,South-eastern Asia,1977-01-01,Areca nuts,5312,ha,113305.0
506196,South-eastern Asia,1977-01-01,Avocados,5312,ha,20505.0
506199,South-eastern Asia,1977-01-01,Bananas,5312,ha,678862.0
506202,South-eastern Asia,1977-01-01,"Beans, dry",5312,ha,1173000.0
506209,South-eastern Asia,1977-01-01,"Broad beans and horse beans, green",5312,ha,40.0
506214,South-eastern Asia,1977-01-01,Cabbages,5312,ha,55050.0
506217,South-eastern Asia,1977-01-01,Canary seed,5312,ha,3000.0
506220,South-eastern Asia,1977-01-01,Carrots and turnips,5312,ha,3900.0
506223,South-eastern Asia,1977-01-01,"Cashew nuts, in shell",5312,ha,91094.0
506226,South-eastern Asia,1977-01-01,"Cassava, fresh",5312,ha,2787381.0
506229,South-eastern Asia,1977-01-01,Castor oil seeds,5312,ha,66301.0
506234,South-eastern Asia,1977-01-01,Cauliflowers and broccoli,5312,ha,4250.0
506237,South-eastern Asia,1977-01-01,Cereals n.e.c.,5312,ha,53377.0
506241,South-eastern Asia,1977-01-01,"Chick peas, dry",5312,ha,155616.0
506245,South-eastern Asia,1977-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,134782.0
506248,South-eastern Asia,1977-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,107230.0
506251,South-eastern Asia,1977-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,15500.0
506254,South-eastern Asia,1977-01-01,"Cloves (whole stems), raw",5312,ha,92845.0
506257,South-eastern Asia,1977-01-01,Cocoa beans,5312,ha,42858.0
506261,South-eastern Asia,1977-01-01,"Coconuts, in shell",5312,ha,5008204.0
506264,South-eastern Asia,1977-01-01,"Coffee, green",5312,ha,513116.0
506268,South-eastern Asia,1977-01-01,"Corn, all",5312,ha,7393468.0
506274,South-eastern Asia,1977-01-01,"Cow peas, dry",5312,ha,27656.0
506278,South-eastern Asia,1977-01-01,Cucumbers and gherkins,5312,ha,56195.0
506282,South-eastern Asia,1977-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,89675.0
506286,South-eastern Asia,1977-01-01,"Ginger, raw",5312,ha,11028.0
506290,South-eastern Asia,1977-01-01,Grapes,5312,ha,1000.0
506293,South-eastern Asia,1977-01-01,Green garlic,5312,ha,39154.0
506297,South-eastern Asia,1977-01-01,"Groundnuts, excluding shelled",5312,ha,1353153.0
506304,South-eastern Asia,1977-01-01,"Jute, raw or retted",5312,ha,59749.0
506308,South-eastern Asia,1977-01-01,Kapok fruit,5312,ha,236520.0
506312,South-eastern Asia,1977-01-01,Lemons and limes,5312,ha,18806.0
506315,South-eastern Asia,1977-01-01,"Lentils, dry",5312,ha,2841.0
506318,South-eastern Asia,1977-01-01,Lettuce and chicory,5312,ha,15.0
506321,South-eastern Asia,1977-01-01,"Mangoes, guavas and mangosteens",5312,ha,196990.0
506325,South-eastern Asia,1977-01-01,Millet,5312,ha,173207.0
506331,South-eastern Asia,1977-01-01,Mustard seed,5312,ha,9504.0
506337,South-eastern Asia,1977-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,30871.0
506343,South-eastern Asia,1977-01-01,Oil palm fruit,5312,ha,671246.0
506346,South-eastern Asia,1977-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,138648.0
506349,South-eastern Asia,1977-01-01,"Onions and shallots, green",5312,ha,2950.0
506352,South-eastern Asia,1977-01-01,Oranges,5312,ha,69287.0
506357,South-eastern Asia,1977-01-01,Papayas,5312,ha,36392.0
506360,South-eastern Asia,1977-01-01,"Peas, dry",5312,ha,26710.0
506363,South-eastern Asia,1977-01-01,"Peas, green",5312,ha,9364.0
506366,South-eastern Asia,1977-01-01,"Pepper (Piper spp.), raw",5312,ha,61341.0
506370,South-eastern Asia,1977-01-01,"Pigeon peas, dry",5312,ha,42895.0
506373,South-eastern Asia,1977-01-01,Pineapples,5312,ha,181568.0
506376,South-eastern Asia,1977-01-01,Plantains and cooking bananas,5312,ha,41593.0
506379,South-eastern Asia,1977-01-01,Pomelos and grapefruits,5312,ha,18060.0
506382,South-eastern Asia,1977-01-01,Potatoes,5312,ha,80539.0
506386,South-eastern Asia,1977-01-01,"Pumpkins, squash and gourds",5312,ha,26350.0
506389,South-eastern Asia,1977-01-01,"Ramie, raw or retted",5312,ha,570.0
506405,South-eastern Asia,1977-01-01,Rice,5312,ha,33343903.0
506408,South-eastern Asia,1977-01-01,"Seed cotton, unginned",5312,ha,230449.0
506411,South-eastern Asia,1977-01-01,Sesame seed,5312,ha,659891.0
506418,South-eastern Asia,1977-01-01,"Sisal, raw",5312,ha,245.0
506421,South-eastern Asia,1977-01-01,Sorghum,5312,ha,166597.0
506425,South-eastern Asia,1977-01-01,Soya beans,5312,ha,861972.0
506428,South-eastern Asia,1977-01-01,Sugar cane,5312,ha,1333659.0
506431,South-eastern Asia,1977-01-01,Sunflower seed,5312,ha,8495.0
506435,South-eastern Asia,1977-01-01,Sweet potatoes,5312,ha,897131.0
506440,South-eastern Asia,1977-01-01,"Tangerines, mandarins, clementines",5312,ha,31740.0
506443,South-eastern Asia,1977-01-01,Taro,5312,ha,44230.0
506446,South-eastern Asia,1977-01-01,Tea leaves,5312,ha,167783.0
506449,South-eastern Asia,1977-01-01,Tomatoes,5312,ha,39832.0
506453,South-eastern Asia,1977-01-01,Unmanufactured tobacco,5312,ha,541730.0
506456,South-eastern Asia,1977-01-01,"Vanilla, raw",5312,ha,2000.0
506459,South-eastern Asia,1977-01-01,Watermelons,5312,ha,59269.0
506462,South-eastern Asia,1977-01-01,Wheat,5312,ha,86979.0
506465,South-eastern Asia,1977-01-01,Yams,5312,ha,8230.0
506469,South-eastern Asia,1978-01-01,"Abaca, manila hemp, raw",5312,ha,244290.0
506472,South-eastern Asia,1978-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3500.0
506475,South-eastern Asia,1978-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,500.0
506478,South-eastern Asia,1978-01-01,Areca nuts,5312,ha,111891.0
506481,South-eastern Asia,1978-01-01,Asparagus,5312,ha,0.0
506484,South-eastern Asia,1978-01-01,Avocados,5312,ha,19308.0
506487,South-eastern Asia,1978-01-01,Bananas,5312,ha,691990.0
506490,South-eastern Asia,1978-01-01,"Beans, dry",5312,ha,1247920.0
506497,South-eastern Asia,1978-01-01,"Broad beans and horse beans, green",5312,ha,40.0
506502,South-eastern Asia,1978-01-01,Cabbages,5312,ha,62776.0
506505,South-eastern Asia,1978-01-01,Canary seed,5312,ha,3000.0
506508,South-eastern Asia,1978-01-01,Carrots and turnips,5312,ha,5545.0
506511,South-eastern Asia,1978-01-01,"Cashew nuts, in shell",5312,ha,101126.0
506514,South-eastern Asia,1978-01-01,"Cassava, fresh",5312,ha,3093433.0
506517,South-eastern Asia,1978-01-01,Castor oil seeds,5312,ha,59907.0
506522,South-eastern Asia,1978-01-01,Cauliflowers and broccoli,5312,ha,4300.0
506525,South-eastern Asia,1978-01-01,Cereals n.e.c.,5312,ha,54596.0
506529,South-eastern Asia,1978-01-01,"Chick peas, dry",5312,ha,168447.0
506533,South-eastern Asia,1978-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,133304.0
506536,South-eastern Asia,1978-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,114903.0
506539,South-eastern Asia,1978-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,25500.0
506542,South-eastern Asia,1978-01-01,"Cloves (whole stems), raw",5312,ha,101177.0
506545,South-eastern Asia,1978-01-01,Cocoa beans,5312,ha,39576.0
506549,South-eastern Asia,1978-01-01,"Coconuts, in shell",5312,ha,5196954.0
506552,South-eastern Asia,1978-01-01,"Coffee, green",5312,ha,536704.0
506556,South-eastern Asia,1978-01-01,"Corn, all",5312,ha,8271372.0
506562,South-eastern Asia,1978-01-01,"Cow peas, dry",5312,ha,28872.0
506566,South-eastern Asia,1978-01-01,Cucumbers and gherkins,5312,ha,66196.0
506570,South-eastern Asia,1978-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,86413.0
506574,South-eastern Asia,1978-01-01,"Ginger, raw",5312,ha,12230.0
506578,South-eastern Asia,1978-01-01,Grapes,5312,ha,1715.0
506581,South-eastern Asia,1978-01-01,Green garlic,5312,ha,39380.0
506585,South-eastern Asia,1978-01-01,"Groundnuts, excluding shelled",5312,ha,1338468.0
506592,South-eastern Asia,1978-01-01,"Jute, raw or retted",5312,ha,91244.0
506596,South-eastern Asia,1978-01-01,Kapok fruit,5312,ha,238160.0
506600,South-eastern Asia,1978-01-01,Lemons and limes,5312,ha,18744.0
506603,South-eastern Asia,1978-01-01,"Lentils, dry",5312,ha,2994.0
506606,South-eastern Asia,1978-01-01,Lettuce and chicory,5312,ha,15.0
506609,South-eastern Asia,1978-01-01,"Mangoes, guavas and mangosteens",5312,ha,169150.0
506613,South-eastern Asia,1978-01-01,Millet,5312,ha,167942.0
506619,South-eastern Asia,1978-01-01,Mustard seed,5312,ha,9833.0
506625,South-eastern Asia,1978-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,30182.0
506631,South-eastern Asia,1978-01-01,Oil palm fruit,5312,ha,794203.0
506634,South-eastern Asia,1978-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,141167.0
506637,South-eastern Asia,1978-01-01,"Onions and shallots, green",5312,ha,2850.0
506640,South-eastern Asia,1978-01-01,Oranges,5312,ha,67680.0
506645,South-eastern Asia,1978-01-01,Papayas,5312,ha,36865.0
506648,South-eastern Asia,1978-01-01,"Peas, dry",5312,ha,27519.0
506651,South-eastern Asia,1978-01-01,"Peas, green",5312,ha,10255.0
506654,South-eastern Asia,1978-01-01,"Pepper (Piper spp.), raw",5312,ha,67382.0
506658,South-eastern Asia,1978-01-01,"Pigeon peas, dry",5312,ha,33028.0
506661,South-eastern Asia,1978-01-01,Pineapples,5312,ha,191401.0
506664,South-eastern Asia,1978-01-01,Plantains and cooking bananas,5312,ha,42186.0
506667,South-eastern Asia,1978-01-01,Pomelos and grapefruits,5312,ha,18790.0
506670,South-eastern Asia,1978-01-01,Potatoes,5312,ha,112271.0
506674,South-eastern Asia,1978-01-01,"Pumpkins, squash and gourds",5312,ha,27540.0
506677,South-eastern Asia,1978-01-01,"Ramie, raw or retted",5312,ha,660.0
506694,South-eastern Asia,1978-01-01,Rice,5312,ha,34075780.0
506697,South-eastern Asia,1978-01-01,"Seed cotton, unginned",5312,ha,217313.0
506700,South-eastern Asia,1978-01-01,Sesame seed,5312,ha,684263.0
506707,South-eastern Asia,1978-01-01,"Sisal, raw",5312,ha,150.0
506710,South-eastern Asia,1978-01-01,Sorghum,5312,ha,168064.0
506714,South-eastern Asia,1978-01-01,Soya beans,5312,ha,960595.0
506717,South-eastern Asia,1978-01-01,Sugar cane,5312,ha,1381405.0
506720,South-eastern Asia,1978-01-01,Sunflower seed,5312,ha,34113.0
506724,South-eastern Asia,1978-01-01,Sweet potatoes,5312,ha,907925.0
506729,South-eastern Asia,1978-01-01,"Tangerines, mandarins, clementines",5312,ha,32620.0
506732,South-eastern Asia,1978-01-01,Taro,5312,ha,45460.0
506735,South-eastern Asia,1978-01-01,Tea leaves,5312,ha,173984.0
506738,South-eastern Asia,1978-01-01,Tomatoes,5312,ha,45614.0
506742,South-eastern Asia,1978-01-01,Unmanufactured tobacco,5312,ha,521513.0
506745,South-eastern Asia,1978-01-01,"Vanilla, raw",5312,ha,2200.0
506748,South-eastern Asia,1978-01-01,Watermelons,5312,ha,62122.0
506751,South-eastern Asia,1978-01-01,Wheat,5312,ha,91354.0
506754,South-eastern Asia,1978-01-01,Yams,5312,ha,8330.0
506758,South-eastern Asia,1979-01-01,"Abaca, manila hemp, raw",5312,ha,235180.0
506761,South-eastern Asia,1979-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3800.0
506764,South-eastern Asia,1979-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,500.0
506767,South-eastern Asia,1979-01-01,Areca nuts,5312,ha,113000.0
506770,South-eastern Asia,1979-01-01,Asparagus,5312,ha,0.0
506773,South-eastern Asia,1979-01-01,Avocados,5312,ha,14598.0
506776,South-eastern Asia,1979-01-01,Bananas,5312,ha,722837.0
506779,South-eastern Asia,1979-01-01,"Beans, dry",5312,ha,1260430.0
506786,South-eastern Asia,1979-01-01,"Broad beans and horse beans, green",5312,ha,40.0
506791,South-eastern Asia,1979-01-01,Cabbages,5312,ha,57330.0
506794,South-eastern Asia,1979-01-01,Canary seed,5312,ha,3000.0
506797,South-eastern Asia,1979-01-01,Carrots and turnips,5312,ha,5000.0
506800,South-eastern Asia,1979-01-01,"Cashew nuts, in shell",5312,ha,105222.0
506803,South-eastern Asia,1979-01-01,"Cassava, fresh",5312,ha,2942992.0
506806,South-eastern Asia,1979-01-01,Castor oil seeds,5312,ha,68617.0
506811,South-eastern Asia,1979-01-01,Cauliflowers and broccoli,5312,ha,4350.0
506814,South-eastern Asia,1979-01-01,Cereals n.e.c.,5312,ha,53386.0
506818,South-eastern Asia,1979-01-01,"Chick peas, dry",5312,ha,160776.0
506822,South-eastern Asia,1979-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,118680.0
506825,South-eastern Asia,1979-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,110290.0
506828,South-eastern Asia,1979-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,28859.0
506831,South-eastern Asia,1979-01-01,"Cloves (whole stems), raw",5312,ha,111310.0
506834,South-eastern Asia,1979-01-01,Cocoa beans,5312,ha,49148.0
506838,South-eastern Asia,1979-01-01,"Coconuts, in shell",5312,ha,5489290.0
506841,South-eastern Asia,1979-01-01,"Coffee, green",5312,ha,606209.0
506845,South-eastern Asia,1979-01-01,"Corn, all",5312,ha,7924873.0
506851,South-eastern Asia,1979-01-01,"Cow peas, dry",5312,ha,26374.0
506855,South-eastern Asia,1979-01-01,Cucumbers and gherkins,5312,ha,75655.0
506859,South-eastern Asia,1979-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,108005.0
506863,South-eastern Asia,1979-01-01,"Ginger, raw",5312,ha,11921.0
506867,South-eastern Asia,1979-01-01,Grapes,5312,ha,2390.0
506870,South-eastern Asia,1979-01-01,Green garlic,5312,ha,38360.0
506874,South-eastern Asia,1979-01-01,"Groundnuts, excluding shelled",5312,ha,1258349.0
506881,South-eastern Asia,1979-01-01,"Jute, raw or retted",5312,ha,126378.0
506885,South-eastern Asia,1979-01-01,Kapok fruit,5312,ha,227440.0
506889,South-eastern Asia,1979-01-01,Lemons and limes,5312,ha,18747.0
506892,South-eastern Asia,1979-01-01,"Lentils, dry",5312,ha,3277.0
506895,South-eastern Asia,1979-01-01,Lettuce and chicory,5312,ha,16.0
506898,South-eastern Asia,1979-01-01,"Mangoes, guavas and mangosteens",5312,ha,218975.0
506902,South-eastern Asia,1979-01-01,Millet,5312,ha,196646.0
506908,South-eastern Asia,1979-01-01,Mustard seed,5312,ha,10332.0
506914,South-eastern Asia,1979-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,32359.0
506920,South-eastern Asia,1979-01-01,Oil palm fruit,5312,ha,883915.0
506923,South-eastern Asia,1979-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,139467.0
506926,South-eastern Asia,1979-01-01,"Onions and shallots, green",5312,ha,2890.0
506929,South-eastern Asia,1979-01-01,Oranges,5312,ha,64577.0
506934,South-eastern Asia,1979-01-01,Papayas,5312,ha,39370.0
506937,South-eastern Asia,1979-01-01,"Peas, dry",5312,ha,25643.0
506940,South-eastern Asia,1979-01-01,"Peas, green",5312,ha,9998.0
506943,South-eastern Asia,1979-01-01,"Pepper (Piper spp.), raw",5312,ha,66048.0
506947,South-eastern Asia,1979-01-01,"Pigeon peas, dry",5312,ha,48928.0
506950,South-eastern Asia,1979-01-01,Pineapples,5312,ha,238125.0
506953,South-eastern Asia,1979-01-01,Plantains and cooking bananas,5312,ha,40389.0
506956,South-eastern Asia,1979-01-01,Pomelos and grapefruits,5312,ha,18870.0
506959,South-eastern Asia,1979-01-01,Potatoes,5312,ha,146186.0
506963,South-eastern Asia,1979-01-01,"Pumpkins, squash and gourds",5312,ha,27140.0
506966,South-eastern Asia,1979-01-01,"Ramie, raw or retted",5312,ha,660.0
506983,South-eastern Asia,1979-01-01,Rice,5312,ha,33238895.0
506986,South-eastern Asia,1979-01-01,"Seed cotton, unginned",5312,ha,311874.0
506989,South-eastern Asia,1979-01-01,Sesame seed,5312,ha,1017869.0
506996,South-eastern Asia,1979-01-01,"Sisal, raw",5312,ha,150.0
506999,South-eastern Asia,1979-01-01,Sorghum,5312,ha,174615.0
507003,South-eastern Asia,1979-01-01,Soya beans,5312,ha,959560.0
507006,South-eastern Asia,1979-01-01,Sugar cane,5312,ha,1295219.0
507009,South-eastern Asia,1979-01-01,Sunflower seed,5312,ha,49447.0
507013,South-eastern Asia,1979-01-01,Sweet potatoes,5312,ha,947280.0
507018,South-eastern Asia,1979-01-01,"Tangerines, mandarins, clementines",5312,ha,32840.0
507021,South-eastern Asia,1979-01-01,Taro,5312,ha,44190.0
507024,South-eastern Asia,1979-01-01,Tea leaves,5312,ha,177618.0
507027,South-eastern Asia,1979-01-01,Tomatoes,5312,ha,45020.0
507031,South-eastern Asia,1979-01-01,Unmanufactured tobacco,5312,ha,464634.0
507034,South-eastern Asia,1979-01-01,"Vanilla, raw",5312,ha,1400.0
507037,South-eastern Asia,1979-01-01,Watermelons,5312,ha,73405.0
507040,South-eastern Asia,1979-01-01,Wheat,5312,ha,82662.0
507043,South-eastern Asia,1979-01-01,Yams,5312,ha,8760.0
507047,South-eastern Asia,1980-01-01,"Abaca, manila hemp, raw",5312,ha,236350.0
507050,South-eastern Asia,1980-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3340.0
507053,South-eastern Asia,1980-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,500.0
507056,South-eastern Asia,1980-01-01,Areca nuts,5312,ha,114127.0
507059,South-eastern Asia,1980-01-01,Asparagus,5312,ha,0.0
507062,South-eastern Asia,1980-01-01,Avocados,5312,ha,16140.0
507065,South-eastern Asia,1980-01-01,Bananas,5312,ha,710121.0
507068,South-eastern Asia,1980-01-01,"Beans, dry",5312,ha,1346663.0
507075,South-eastern Asia,1980-01-01,"Broad beans and horse beans, green",5312,ha,45.0
507080,South-eastern Asia,1980-01-01,Cabbages,5312,ha,58467.0
507083,South-eastern Asia,1980-01-01,Canary seed,5312,ha,3000.0
507086,South-eastern Asia,1980-01-01,Carrots and turnips,5312,ha,4544.0
507089,South-eastern Asia,1980-01-01,"Cashew nuts, in shell",5312,ha,136020.0
507092,South-eastern Asia,1980-01-01,"Cassava, fresh",5312,ha,3246071.0
507095,South-eastern Asia,1980-01-01,Castor oil seeds,5312,ha,69416.0
507100,South-eastern Asia,1980-01-01,Cauliflowers and broccoli,5312,ha,4500.0
507103,South-eastern Asia,1980-01-01,Cereals n.e.c.,5312,ha,62576.0
507107,South-eastern Asia,1980-01-01,"Chick peas, dry",5312,ha,70194.0
507111,South-eastern Asia,1980-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,127267.0
507114,South-eastern Asia,1980-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,106320.0
507117,South-eastern Asia,1980-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,32457.0
507120,South-eastern Asia,1980-01-01,"Cloves (whole stems), raw",5312,ha,138922.0
507123,South-eastern Asia,1980-01-01,Cocoa beans,5312,ha,59535.0
507127,South-eastern Asia,1980-01-01,"Coconuts, in shell",5312,ha,5716129.0
507130,South-eastern Asia,1980-01-01,"Coffee, green",5312,ha,674472.0
507134,South-eastern Asia,1980-01-01,"Corn, all",5312,ha,8123409.0
507140,South-eastern Asia,1980-01-01,"Cow peas, dry",5312,ha,26819.0
507144,South-eastern Asia,1980-01-01,Cucumbers and gherkins,5312,ha,76744.0
507148,South-eastern Asia,1980-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,115288.0
507152,South-eastern Asia,1980-01-01,"Ginger, raw",5312,ha,12630.0
507156,South-eastern Asia,1980-01-01,Grapes,5312,ha,3390.0
507159,South-eastern Asia,1980-01-01,Green garlic,5312,ha,40176.0
507163,South-eastern Asia,1980-01-01,"Groundnuts, excluding shelled",5312,ha,1246752.0
507170,South-eastern Asia,1980-01-01,"Jute, raw or retted",5312,ha,128552.0
507174,South-eastern Asia,1980-01-01,Kapok fruit,5312,ha,288660.0
507178,South-eastern Asia,1980-01-01,Lemons and limes,5312,ha,21447.0
507181,South-eastern Asia,1980-01-01,"Lentils, dry",5312,ha,2588.0
507184,South-eastern Asia,1980-01-01,Lettuce and chicory,5312,ha,16.0
507187,South-eastern Asia,1980-01-01,"Mangoes, guavas and mangosteens",5312,ha,240583.0
507191,South-eastern Asia,1980-01-01,Millet,5312,ha,174525.0
507197,South-eastern Asia,1980-01-01,Mustard seed,5312,ha,12131.0
507203,South-eastern Asia,1980-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,33066.0
507209,South-eastern Asia,1980-01-01,Oil palm fruit,5312,ha,998724.0
507212,South-eastern Asia,1980-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,145445.0
507215,South-eastern Asia,1980-01-01,"Onions and shallots, green",5312,ha,3020.0
507218,South-eastern Asia,1980-01-01,Oranges,5312,ha,82718.0
507223,South-eastern Asia,1980-01-01,Papayas,5312,ha,48828.0
507226,South-eastern Asia,1980-01-01,"Peas, dry",5312,ha,16436.0
507229,South-eastern Asia,1980-01-01,"Peas, green",5312,ha,9950.0
507232,South-eastern Asia,1980-01-01,"Pepper (Piper spp.), raw",5312,ha,66039.0
507236,South-eastern Asia,1980-01-01,"Pigeon peas, dry",5312,ha,31276.0
507239,South-eastern Asia,1980-01-01,Pineapples,5312,ha,258355.0
507242,South-eastern Asia,1980-01-01,Plantains and cooking bananas,5312,ha,39589.0
507245,South-eastern Asia,1980-01-01,Pomelos and grapefruits,5312,ha,19350.0
507248,South-eastern Asia,1980-01-01,Potatoes,5312,ha,140080.0
507252,South-eastern Asia,1980-01-01,"Pumpkins, squash and gourds",5312,ha,28030.0
507255,South-eastern Asia,1980-01-01,"Ramie, raw or retted",5312,ha,700.0
507272,South-eastern Asia,1980-01-01,Rice,5312,ha,34971216.0
507275,South-eastern Asia,1980-01-01,"Seed cotton, unginned",5312,ha,338558.0
507278,South-eastern Asia,1980-01-01,Sesame seed,5312,ha,695234.0
507285,South-eastern Asia,1980-01-01,"Sisal, raw",5312,ha,440.0
507288,South-eastern Asia,1980-01-01,Sorghum,5312,ha,244036.0
507292,South-eastern Asia,1980-01-01,Soya beans,5312,ha,928657.0
507295,South-eastern Asia,1980-01-01,Sugar cane,5312,ha,1211493.0
507298,South-eastern Asia,1980-01-01,Sunflower seed,5312,ha,22119.0
507302,South-eastern Asia,1980-01-01,Sweet potatoes,5312,ha,990820.0
