,Area,Year,Item,Element Code,Unit,value
512401,South-eastern Asia,1997-01-01,"Groundnuts, excluding shelled",5312,ha,1463482.0
512408,South-eastern Asia,1997-01-01,"Jute, raw or retted",5312,ha,60650.0
512412,South-eastern Asia,1997-01-01,Kapok fruit,5312,ha,211647.0
512416,South-eastern Asia,1997-01-01,Lemons and limes,5312,ha,29079.0
512419,South-eastern Asia,1997-01-01,"Lentils, dry",5312,ha,2428.0
512422,South-eastern Asia,1997-01-01,Lettuce and chicory,5312,ha,3969.0
512425,South-eastern Asia,1997-01-01,"Mangoes, guavas and mangosteens",5312,ha,542977.0
512429,South-eastern Asia,1997-01-01,Millet,5312,ha,242812.0
512435,South-eastern Asia,1997-01-01,Mustard seed,5312,ha,20234.0
512439,South-eastern Asia,1997-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,50045.0
512445,South-eastern Asia,1997-01-01,Oil palm fruit,5312,ha,4720328.0
512448,South-eastern Asia,1997-01-01,Okra,5312,ha,3960.0
512451,South-eastern Asia,1997-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,208271.0
512454,South-eastern Asia,1997-01-01,"Onions and shallots, green",5312,ha,206.0
512457,South-eastern Asia,1997-01-01,Oranges,5312,ha,234399.0
512462,South-eastern Asia,1997-01-01,Papayas,5312,ha,41640.0
512465,South-eastern Asia,1997-01-01,"Peas, dry",5312,ha,37000.0
512468,South-eastern Asia,1997-01-01,"Peas, green",5312,ha,9500.0
512471,South-eastern Asia,1997-01-01,"Pepper (Piper spp.), raw",5312,ha,99613.0
512475,South-eastern Asia,1997-01-01,"Pigeon peas, dry",5312,ha,243629.0
512478,South-eastern Asia,1997-01-01,Pineapples,5312,ha,170868.0
512481,South-eastern Asia,1997-01-01,Plantains and cooking bananas,5312,ha,44920.0
512484,South-eastern Asia,1997-01-01,Pomelos and grapefruits,5312,ha,41392.0
512487,South-eastern Asia,1997-01-01,Potatoes,5312,ha,125229.0
512491,South-eastern Asia,1997-01-01,"Pumpkins, squash and gourds",5312,ha,37523.0
512494,South-eastern Asia,1997-01-01,"Ramie, raw or retted",5312,ha,494.0
512511,South-eastern Asia,1997-01-01,Rice,5312,ha,40639092.0
512514,South-eastern Asia,1997-01-01,"Seed cotton, unginned",5312,ha,272853.0
512517,South-eastern Asia,1997-01-01,Sesame seed,5312,ha,846643.0
512526,South-eastern Asia,1997-01-01,"Sisal, raw",5312,ha,371.0
512529,South-eastern Asia,1997-01-01,Sorghum,5312,ha,353376.0
512533,South-eastern Asia,1997-01-01,Soya beans,5312,ha,1577187.0
512536,South-eastern Asia,1997-01-01,Spinach,5312,ha,36333.0
512539,South-eastern Asia,1997-01-01,Strawberries,5312,ha,80.0
512542,South-eastern Asia,1997-01-01,String beans,5312,ha,7776.0
512545,South-eastern Asia,1997-01-01,Sugar cane,5312,ha,2127370.0
512548,South-eastern Asia,1997-01-01,Sunflower seed,5312,ha,121684.0
512552,South-eastern Asia,1997-01-01,Sweet potatoes,5312,ha,644927.0
512557,South-eastern Asia,1997-01-01,"Tangerines, mandarins, clementines",5312,ha,47799.0
512560,South-eastern Asia,1997-01-01,Taro,5312,ha,28015.0
512563,South-eastern Asia,1997-01-01,Tea leaves,5312,ha,254687.0
512566,South-eastern Asia,1997-01-01,Tomatoes,5312,ha,71769.0
512570,South-eastern Asia,1997-01-01,Unmanufactured tobacco,5312,ha,422191.0
512573,South-eastern Asia,1997-01-01,"Vanilla, raw",5312,ha,9428.0
512576,South-eastern Asia,1997-01-01,Watermelons,5312,ha,72355.0
512579,South-eastern Asia,1997-01-01,Wheat,5312,ha,88911.0
512583,South-eastern Asia,1997-01-01,Yams,5312,ha,5446.0
512587,South-eastern Asia,1998-01-01,"Abaca, manila hemp, raw",5312,ha,106861.0
512590,South-eastern Asia,1998-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3864.0
512593,South-eastern Asia,1998-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4000.0
512596,South-eastern Asia,1998-01-01,Areca nuts,5312,ha,129300.0
512599,South-eastern Asia,1998-01-01,Asparagus,5312,ha,7022.0
512603,South-eastern Asia,1998-01-01,Avocados,5312,ha,17575.0
512606,South-eastern Asia,1998-01-01,Bananas,5312,ha,713812.0
512609,South-eastern Asia,1998-01-01,Barley,5312,ha,8439.0
512612,South-eastern Asia,1998-01-01,"Beans, dry",5312,ha,2237673.0
512617,South-eastern Asia,1998-01-01,"Broad beans and horse beans, green",5312,ha,280.0
512624,South-eastern Asia,1998-01-01,Cabbages,5312,ha,116819.0
512627,South-eastern Asia,1998-01-01,Canary seed,5312,ha,5721.0
512630,South-eastern Asia,1998-01-01,Carrots and turnips,5312,ha,24602.0
512633,South-eastern Asia,1998-01-01,"Cashew nuts, in shell",5312,ha,732137.0
512636,South-eastern Asia,1998-01-01,"Cassava, fresh",5312,ha,2738381.0
512639,South-eastern Asia,1998-01-01,Castor oil seeds,5312,ha,43740.0
512646,South-eastern Asia,1998-01-01,Cauliflowers and broccoli,5312,ha,14240.0
512649,South-eastern Asia,1998-01-01,Cereals n.e.c.,5312,ha,52500.0
512653,South-eastern Asia,1998-01-01,"Chick peas, dry",5312,ha,101172.0
512657,South-eastern Asia,1998-01-01,Chicory roots,5312,ha,238.0
512660,South-eastern Asia,1998-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,148345.0
512663,South-eastern Asia,1998-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,174775.0
512666,South-eastern Asia,1998-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,70299.0
512669,South-eastern Asia,1998-01-01,"Cloves (whole stems), raw",5312,ha,380352.0
512672,South-eastern Asia,1998-01-01,Cocoa beans,5312,ha,537168.0
512676,South-eastern Asia,1998-01-01,"Coconuts, in shell",5312,ha,6430740.0
512679,South-eastern Asia,1998-01-01,"Coffee, green",5312,ha,1381790.0
512683,South-eastern Asia,1998-01-01,"Corn, all",5312,ha,8673602.0
512689,South-eastern Asia,1998-01-01,"Cow peas, dry",5312,ha,84065.0
512693,South-eastern Asia,1998-01-01,Cucumbers and gherkins,5312,ha,82128.0
512707,South-eastern Asia,1998-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,86633.0
512712,South-eastern Asia,1998-01-01,"Fibre Crops, Fibre Equivalent",5312,ha,723835.0
512716,South-eastern Asia,1998-01-01,"Ginger, raw",5312,ha,17815.0
512722,South-eastern Asia,1998-01-01,Grapes,5312,ha,2307.0
512725,South-eastern Asia,1998-01-01,Green garlic,5312,ha,58878.0
512729,South-eastern Asia,1998-01-01,"Groundnuts, excluding shelled",5312,ha,1552478.0
512736,South-eastern Asia,1998-01-01,"Jute, raw or retted",5312,ha,44193.0
512740,South-eastern Asia,1998-01-01,Kapok fruit,5312,ha,212869.0
512744,South-eastern Asia,1998-01-01,Lemons and limes,5312,ha,31217.0
512747,South-eastern Asia,1998-01-01,"Lentils, dry",5312,ha,2023.0
512750,South-eastern Asia,1998-01-01,Lettuce and chicory,5312,ha,4039.0
512753,South-eastern Asia,1998-01-01,"Mangoes, guavas and mangosteens",5312,ha,543300.0
512757,South-eastern Asia,1998-01-01,Millet,5312,ha,237955.0
512763,South-eastern Asia,1998-01-01,Mustard seed,5312,ha,28733.0
512767,South-eastern Asia,1998-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,51190.0
512773,South-eastern Asia,1998-01-01,Oil palm fruit,5312,ha,5105957.0
512776,South-eastern Asia,1998-01-01,Okra,5312,ha,3420.0
512779,South-eastern Asia,1998-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,216307.0
512782,South-eastern Asia,1998-01-01,"Onions and shallots, green",5312,ha,6.0
512785,South-eastern Asia,1998-01-01,Oranges,5312,ha,130367.0
512790,South-eastern Asia,1998-01-01,Papayas,5312,ha,42596.0
512793,South-eastern Asia,1998-01-01,"Peas, dry",5312,ha,35200.0
512796,South-eastern Asia,1998-01-01,"Peas, green",5312,ha,10300.0
512799,South-eastern Asia,1998-01-01,"Pepper (Piper spp.), raw",5312,ha,108428.0
512803,South-eastern Asia,1998-01-01,"Pigeon peas, dry",5312,ha,257774.0
512806,South-eastern Asia,1998-01-01,Pineapples,5312,ha,171522.0
512809,South-eastern Asia,1998-01-01,Plantains and cooking bananas,5312,ha,44515.0
512812,South-eastern Asia,1998-01-01,Pomelos and grapefruits,5312,ha,41292.0
512815,South-eastern Asia,1998-01-01,Potatoes,5312,ha,143114.0
512819,South-eastern Asia,1998-01-01,"Pumpkins, squash and gourds",5312,ha,34592.0
512822,South-eastern Asia,1998-01-01,"Ramie, raw or retted",5312,ha,504.0
512839,South-eastern Asia,1998-01-01,Rice,5312,ha,40489718.0
512842,South-eastern Asia,1998-01-01,"Seed cotton, unginned",5312,ha,309441.0
512845,South-eastern Asia,1998-01-01,Sesame seed,5312,ha,719232.0
512854,South-eastern Asia,1998-01-01,"Sisal, raw",5312,ha,369.0
512857,South-eastern Asia,1998-01-01,Sorghum,5312,ha,347219.0
512861,South-eastern Asia,1998-01-01,Soya beans,5312,ha,1583599.0
512864,South-eastern Asia,1998-01-01,Spinach,5312,ha,39802.0
512867,South-eastern Asia,1998-01-01,Strawberries,5312,ha,80.0
512870,South-eastern Asia,1998-01-01,String beans,5312,ha,7496.0
512873,South-eastern Asia,1998-01-01,Sugar cane,5312,ha,2097514.0
512876,South-eastern Asia,1998-01-01,Sunflower seed,5312,ha,114620.0
512880,South-eastern Asia,1998-01-01,Sweet potatoes,5312,ha,627048.0
512885,South-eastern Asia,1998-01-01,"Tangerines, mandarins, clementines",5312,ha,47299.0
512888,South-eastern Asia,1998-01-01,Taro,5312,ha,24836.0
512891,South-eastern Asia,1998-01-01,Tea leaves,5312,ha,248434.0
512894,South-eastern Asia,1998-01-01,Tomatoes,5312,ha,71128.0
512898,South-eastern Asia,1998-01-01,Unmanufactured tobacco,5312,ha,370456.0
512901,South-eastern Asia,1998-01-01,"Vanilla, raw",5312,ha,9689.0
512904,South-eastern Asia,1998-01-01,Watermelons,5312,ha,85153.0
512907,South-eastern Asia,1998-01-01,Wheat,5312,ha,97111.0
512911,South-eastern Asia,1998-01-01,Yams,5312,ha,5121.0
512915,South-eastern Asia,1999-01-01,"Abaca, manila hemp, raw",5312,ha,111932.0
512918,South-eastern Asia,1999-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3901.0
512921,South-eastern Asia,1999-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,3990.0
512924,South-eastern Asia,1999-01-01,Areca nuts,5312,ha,114570.0
512927,South-eastern Asia,1999-01-01,Asparagus,5312,ha,7923.0
512931,South-eastern Asia,1999-01-01,Avocados,5312,ha,16701.0
512934,South-eastern Asia,1999-01-01,Bananas,5312,ha,753540.0
512937,South-eastern Asia,1999-01-01,Barley,5312,ha,8792.0
512940,South-eastern Asia,1999-01-01,"Beans, dry",5312,ha,2554120.0
512945,South-eastern Asia,1999-01-01,"Broad beans and horse beans, green",5312,ha,294.0
512952,South-eastern Asia,1999-01-01,Cabbages,5312,ha,115139.0
512955,South-eastern Asia,1999-01-01,Canary seed,5312,ha,6000.0
512958,South-eastern Asia,1999-01-01,Carrots and turnips,5312,ha,21792.0
512961,South-eastern Asia,1999-01-01,"Cashew nuts, in shell",5312,ha,759516.0
512964,South-eastern Asia,1999-01-01,"Cassava, fresh",5312,ha,2911863.0
512967,South-eastern Asia,1999-01-01,Castor oil seeds,5312,ha,37384.0
512974,South-eastern Asia,1999-01-01,Cauliflowers and broccoli,5312,ha,12298.0
512977,South-eastern Asia,1999-01-01,Cereals n.e.c.,5312,ha,57000.0
512981,South-eastern Asia,1999-01-01,"Chick peas, dry",5312,ha,129500.0
512985,South-eastern Asia,1999-01-01,Chicory roots,5312,ha,215.0
512988,South-eastern Asia,1999-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,172481.0
512991,South-eastern Asia,1999-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,193997.0
512994,South-eastern Asia,1999-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,76630.0
512997,South-eastern Asia,1999-01-01,"Cloves (whole stems), raw",5312,ha,311828.0
513000,South-eastern Asia,1999-01-01,Cocoa beans,5312,ha,785172.0
513004,South-eastern Asia,1999-01-01,"Coconuts, in shell",5312,ha,6425130.0
513007,South-eastern Asia,1999-01-01,"Coffee, green",5312,ha,1493589.0
513011,South-eastern Asia,1999-01-01,"Corn, all",5312,ha,8495490.0
513017,South-eastern Asia,1999-01-01,"Cow peas, dry",5312,ha,100245.0
513021,South-eastern Asia,1999-01-01,Cucumbers and gherkins,5312,ha,79237.0
513035,South-eastern Asia,1999-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,87862.0
513040,South-eastern Asia,1999-01-01,"Fibre Crops, Fibre Equivalent",5312,ha,719343.0
513044,South-eastern Asia,1999-01-01,"Ginger, raw",5312,ha,20506.0
513050,South-eastern Asia,1999-01-01,Grapes,5312,ha,4682.0
513053,South-eastern Asia,1999-01-01,Green garlic,5312,ha,55487.0
513057,South-eastern Asia,1999-01-01,"Groundnuts, excluding shelled",5312,ha,1575078.0
513064,South-eastern Asia,1999-01-01,"Jute, raw or retted",5312,ha,44559.0
513068,South-eastern Asia,1999-01-01,Kapok fruit,5312,ha,212240.0
513072,South-eastern Asia,1999-01-01,Lemons and limes,5312,ha,32461.0
513075,South-eastern Asia,1999-01-01,"Lentils, dry",5312,ha,3642.0
513078,South-eastern Asia,1999-01-01,Lettuce and chicory,5312,ha,4016.0
513081,South-eastern Asia,1999-01-01,"Mangoes, guavas and mangosteens",5312,ha,572708.0
513085,South-eastern Asia,1999-01-01,Millet,5312,ha,253210.0
513091,South-eastern Asia,1999-01-01,Mustard seed,5312,ha,40873.0
513095,South-eastern Asia,1999-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,40232.0
513101,South-eastern Asia,1999-01-01,Oil palm fruit,5312,ha,5403911.0
513104,South-eastern Asia,1999-01-01,Okra,5312,ha,4006.0
513107,South-eastern Asia,1999-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,258975.0
513110,South-eastern Asia,1999-01-01,"Onions and shallots, green",5312,ha,7.0
513113,South-eastern Asia,1999-01-01,Oranges,5312,ha,127852.0
513118,South-eastern Asia,1999-01-01,Papayas,5312,ha,45111.0
513121,South-eastern Asia,1999-01-01,"Peas, dry",5312,ha,35300.0
513124,South-eastern Asia,1999-01-01,"Peas, green",5312,ha,10100.0
513127,South-eastern Asia,1999-01-01,"Pepper (Piper spp.), raw",5312,ha,113441.0
513131,South-eastern Asia,1999-01-01,"Pigeon peas, dry",5312,ha,299842.0
513134,South-eastern Asia,1999-01-01,Pineapples,5312,ha,199079.0
513137,South-eastern Asia,1999-01-01,Plantains and cooking bananas,5312,ha,45325.0
513140,South-eastern Asia,1999-01-01,Pomelos and grapefruits,5312,ha,42520.0
513143,South-eastern Asia,1999-01-01,Potatoes,5312,ha,134100.0
513147,South-eastern Asia,1999-01-01,"Pumpkins, squash and gourds",5312,ha,38328.0
513150,South-eastern Asia,1999-01-01,"Ramie, raw or retted",5312,ha,512.0
513167,South-eastern Asia,1999-01-01,Rice,5312,ha,43299817.0
513170,South-eastern Asia,1999-01-01,"Seed cotton, unginned",5312,ha,310378.0
513173,South-eastern Asia,1999-01-01,Sesame seed,5312,ha,1080427.0
513182,South-eastern Asia,1999-01-01,"Sisal, raw",5312,ha,397.0
513185,South-eastern Asia,1999-01-01,Sorghum,5312,ha,339246.0
513189,South-eastern Asia,1999-01-01,Soya beans,5312,ha,1656354.0
513192,South-eastern Asia,1999-01-01,Spinach,5312,ha,36467.0
513195,South-eastern Asia,1999-01-01,Strawberries,5312,ha,77.0
513198,South-eastern Asia,1999-01-01,String beans,5312,ha,7944.0
513201,South-eastern Asia,1999-01-01,Sugar cane,5312,ha,2216865.0
513204,South-eastern Asia,1999-01-01,Sunflower seed,5312,ha,319340.0
513208,South-eastern Asia,1999-01-01,Sweet potatoes,5312,ha,608413.0
513213,South-eastern Asia,1999-01-01,"Tangerines, mandarins, clementines",5312,ha,53162.0
513216,South-eastern Asia,1999-01-01,Taro,5312,ha,23100.0
513219,South-eastern Asia,1999-01-01,Tea leaves,5312,ha,256460.0
513222,South-eastern Asia,1999-01-01,Tomatoes,5312,ha,73024.0
513226,South-eastern Asia,1999-01-01,Unmanufactured tobacco,5312,ha,362670.0
513229,South-eastern Asia,1999-01-01,"Vanilla, raw",5312,ha,7800.0
513232,South-eastern Asia,1999-01-01,Watermelons,5312,ha,79142.0
513235,South-eastern Asia,1999-01-01,Wheat,5312,ha,106356.0
513239,South-eastern Asia,1999-01-01,Yams,5312,ha,5188.0
513243,South-eastern Asia,2000-01-01,"Abaca, manila hemp, raw",5312,ha,107351.0
513246,South-eastern Asia,2000-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3931.0
513249,South-eastern Asia,2000-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4300.0
513252,South-eastern Asia,2000-01-01,Areca nuts,5312,ha,131549.0
513255,South-eastern Asia,2000-01-01,Asparagus,5312,ha,9447.0
513259,South-eastern Asia,2000-01-01,Avocados,5312,ha,18471.0
513262,South-eastern Asia,2000-01-01,Bananas,5312,ha,772765.0
513265,South-eastern Asia,2000-01-01,Barley,5312,ha,6132.0
513268,South-eastern Asia,2000-01-01,"Beans, dry",5312,ha,2659409.0
513273,South-eastern Asia,2000-01-01,"Broad beans and horse beans, green",5312,ha,334.0
513280,South-eastern Asia,2000-01-01,Cabbages,5312,ha,146782.0
513283,South-eastern Asia,2000-01-01,Canary seed,5312,ha,5922.0
513286,South-eastern Asia,2000-01-01,Carrots and turnips,5312,ha,23979.0
513289,South-eastern Asia,2000-01-01,"Cashew nuts, in shell",5312,ha,769741.0
513292,South-eastern Asia,2000-01-01,"Cassava, fresh",5312,ha,2912239.0
513295,South-eastern Asia,2000-01-01,Castor oil seeds,5312,ha,36271.0
513302,South-eastern Asia,2000-01-01,Cauliflowers and broccoli,5312,ha,11170.0
513305,South-eastern Asia,2000-01-01,Cereals n.e.c.,5312,ha,61000.0
513309,South-eastern Asia,2000-01-01,"Chick peas, dry",5312,ha,164303.0
513313,South-eastern Asia,2000-01-01,Chicory roots,5312,ha,207.0
513316,South-eastern Asia,2000-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,227753.0
513319,South-eastern Asia,2000-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,184169.0
513322,South-eastern Asia,2000-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,79993.0
513325,South-eastern Asia,2000-01-01,"Cloves (whole stems), raw",5312,ha,390824.0
513328,South-eastern Asia,2000-01-01,Cocoa beans,5312,ha,839757.0
513332,South-eastern Asia,2000-01-01,"Coconuts, in shell",5312,ha,6443908.0
513335,South-eastern Asia,2000-01-01,"Coffee, green",5312,ha,2064319.0
513339,South-eastern Asia,2000-01-01,"Corn, all",5312,ha,8467288.0
513345,South-eastern Asia,2000-01-01,"Cow peas, dry",5312,ha,111192.0
513349,South-eastern Asia,2000-01-01,Cucumbers and gherkins,5312,ha,71853.0
513363,South-eastern Asia,2000-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,88365.0
513368,South-eastern Asia,2000-01-01,"Fibre Crops, Fibre Equivalent",5312,ha,687463.0
513372,South-eastern Asia,2000-01-01,"Ginger, raw",5312,ha,20114.0
513378,South-eastern Asia,2000-01-01,Grapes,5312,ha,4875.0
513381,South-eastern Asia,2000-01-01,Green garlic,5312,ha,55898.0
513385,South-eastern Asia,2000-01-01,"Groundnuts, excluding shelled",5312,ha,1651541.0
513392,South-eastern Asia,2000-01-01,"Jute, raw or retted",5312,ha,45303.0
513396,South-eastern Asia,2000-01-01,Kapok fruit,5312,ha,212080.0
513400,South-eastern Asia,2000-01-01,Lemons and limes,5312,ha,33674.0
513403,South-eastern Asia,2000-01-01,"Lentils, dry",5312,ha,4047.0
513406,South-eastern Asia,2000-01-01,Lettuce and chicory,5312,ha,3995.0
513409,South-eastern Asia,2000-01-01,"Mangoes, guavas and mangosteens",5312,ha,611139.0
513413,South-eastern Asia,2000-01-01,Millet,5312,ha,251982.0
513419,South-eastern Asia,2000-01-01,Mustard seed,5312,ha,51800.0
513423,South-eastern Asia,2000-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,47562.0
513429,South-eastern Asia,2000-01-01,Oil palm fruit,5312,ha,5650042.0
513432,South-eastern Asia,2000-01-01,Okra,5312,ha,4265.0
513435,South-eastern Asia,2000-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,242241.0
513438,South-eastern Asia,2000-01-01,"Onions and shallots, green",5312,ha,7.0
513441,South-eastern Asia,2000-01-01,Oranges,5312,ha,142044.0
513446,South-eastern Asia,2000-01-01,Papayas,5312,ha,44321.0
513449,South-eastern Asia,2000-01-01,"Peas, dry",5312,ha,36400.0
513452,South-eastern Asia,2000-01-01,"Peas, green",5312,ha,9912.0
513455,South-eastern Asia,2000-01-01,"Pepper (Piper spp.), raw",5312,ha,132558.0
513459,South-eastern Asia,2000-01-01,"Pigeon peas, dry",5312,ha,358518.0
513462,South-eastern Asia,2000-01-01,Pineapples,5312,ha,196768.0
513465,South-eastern Asia,2000-01-01,Plantains and cooking bananas,5312,ha,49372.0
513468,South-eastern Asia,2000-01-01,Pomelos and grapefruits,5312,ha,48368.0
513471,South-eastern Asia,2000-01-01,Potatoes,5312,ha,148655.0
513475,South-eastern Asia,2000-01-01,"Pumpkins, squash and gourds",5312,ha,40069.0
513478,South-eastern Asia,2000-01-01,"Ramie, raw or retted",5312,ha,536.0
513495,South-eastern Asia,2000-01-01,Rice,5312,ha,43029449.0
513498,South-eastern Asia,2000-01-01,"Seed cotton, unginned",5312,ha,274424.0
513501,South-eastern Asia,2000-01-01,Sesame seed,5312,ha,1365062.0
513510,South-eastern Asia,2000-01-01,"Sisal, raw",5312,ha,401.0
513513,South-eastern Asia,2000-01-01,Sorghum,5312,ha,336422.0
513517,South-eastern Asia,2000-01-01,Soya beans,5312,ha,1319665.0
513520,South-eastern Asia,2000-01-01,Spinach,5312,ha,33216.0
513523,South-eastern Asia,2000-01-01,Strawberries,5312,ha,78.0
513526,South-eastern Asia,2000-01-01,String beans,5312,ha,7643.0
513529,South-eastern Asia,2000-01-01,Sugar cane,5312,ha,2135722.0
513532,South-eastern Asia,2000-01-01,Sunflower seed,5312,ha,519117.0
513536,South-eastern Asia,2000-01-01,Sweet potatoes,5312,ha,616295.0
513541,South-eastern Asia,2000-01-01,"Tangerines, mandarins, clementines",5312,ha,60261.0
513544,South-eastern Asia,2000-01-01,Taro,5312,ha,23248.0
513547,South-eastern Asia,2000-01-01,Tea leaves,5312,ha,268299.0
513550,South-eastern Asia,2000-01-01,Tomatoes,5312,ha,72805.0
513554,South-eastern Asia,2000-01-01,Unmanufactured tobacco,5312,ha,333423.0
513557,South-eastern Asia,2000-01-01,"Vanilla, raw",5312,ha,7900.0
513560,South-eastern Asia,2000-01-01,Watermelons,5312,ha,79175.0
513563,South-eastern Asia,2000-01-01,Wheat,5312,ha,81276.0
513567,South-eastern Asia,2000-01-01,Yams,5312,ha,5321.0
513571,South-eastern Asia,2001-01-01,"Abaca, manila hemp, raw",5312,ha,107670.0
513574,South-eastern Asia,2001-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3953.0
513577,South-eastern Asia,2001-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4275.0
513580,South-eastern Asia,2001-01-01,Areca nuts,5312,ha,152498.0
513583,South-eastern Asia,2001-01-01,Asparagus,5312,ha,15081.0
513587,South-eastern Asia,2001-01-01,Avocados,5312,ha,16526.0
513590,South-eastern Asia,2001-01-01,Bananas,5312,ha,778185.0
513593,South-eastern Asia,2001-01-01,Barley,5312,ha,6913.0
513596,South-eastern Asia,2001-01-01,"Beans, dry",5312,ha,2735066.0
513601,South-eastern Asia,2001-01-01,"Broad beans and horse beans, green",5312,ha,337.0
513608,South-eastern Asia,2001-01-01,Cabbages,5312,ha,134612.0
513611,South-eastern Asia,2001-01-01,Canary seed,5312,ha,9000.0
513614,South-eastern Asia,2001-01-01,Carrots and turnips,5312,ha,22595.0
513617,South-eastern Asia,2001-01-01,"Cashew nuts, in shell",5312,ha,777134.0
513620,South-eastern Asia,2001-01-01,"Cassava, fresh",5312,ha,2911124.0
513623,South-eastern Asia,2001-01-01,Castor oil seeds,5312,ha,43560.0
513630,South-eastern Asia,2001-01-01,Cauliflowers and broccoli,5312,ha,10503.0
513633,South-eastern Asia,2001-01-01,Cereals n.e.c.,5312,ha,63000.0
513637,South-eastern Asia,2001-01-01,"Chick peas, dry",5312,ha,194654.0
513641,South-eastern Asia,2001-01-01,Chicory roots,5312,ha,211.0
513644,South-eastern Asia,2001-01-01,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",5312,ha,239375.0
513647,South-eastern Asia,2001-01-01,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5312,ha,152245.0
513650,South-eastern Asia,2001-01-01,"Cinnamon and cinnamon-tree flowers, raw",5312,ha,86116.0
513653,South-eastern Asia,2001-01-01,"Cloves (whole stems), raw",5312,ha,400820.0
513656,South-eastern Asia,2001-01-01,Cocoa beans,5312,ha,837620.0
513660,South-eastern Asia,2001-01-01,"Coconuts, in shell",5312,ha,6677402.0
513663,South-eastern Asia,2001-01-01,"Coffee, green",5312,ha,2117102.0
513667,South-eastern Asia,2001-01-01,"Corn, all",5312,ha,8263924.0
513673,South-eastern Asia,2001-01-01,"Cow peas, dry",5312,ha,137905.0
513677,South-eastern Asia,2001-01-01,Cucumbers and gherkins,5312,ha,76505.0
513691,South-eastern Asia,2001-01-01,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",5312,ha,88496.0
513696,South-eastern Asia,2001-01-01,"Fibre Crops, Fibre Equivalent",5312,ha,704908.0
513700,South-eastern Asia,2001-01-01,"Ginger, raw",5312,ha,23096.0
513706,South-eastern Asia,2001-01-01,Grapes,5312,ha,4915.0
513709,South-eastern Asia,2001-01-01,Green garlic,5312,ha,57886.0
513713,South-eastern Asia,2001-01-01,"Groundnuts, excluding shelled",5312,ha,1586924.0
513720,South-eastern Asia,2001-01-01,"Jute, raw or retted",5312,ha,54914.0
513724,South-eastern Asia,2001-01-01,Kapok fruit,5312,ha,213080.0
513728,South-eastern Asia,2001-01-01,Lemons and limes,5312,ha,35369.0
513731,South-eastern Asia,2001-01-01,"Lentils, dry",5312,ha,2833.0
513734,South-eastern Asia,2001-01-01,Lettuce and chicory,5312,ha,4565.0
513737,South-eastern Asia,2001-01-01,"Mangoes, guavas and mangosteens",5312,ha,620617.0
513741,South-eastern Asia,2001-01-01,Millet,5312,ha,231743.0
513747,South-eastern Asia,2001-01-01,Mustard seed,5312,ha,55442.0
513751,South-eastern Asia,2001-01-01,"Nutmeg, mace, cardamoms, raw",5312,ha,54966.0
513757,South-eastern Asia,2001-01-01,Oil palm fruit,5312,ha,5971216.0
513760,South-eastern Asia,2001-01-01,Okra,5312,ha,4332.0
513763,South-eastern Asia,2001-01-01,"Onions and shallots, dry (excluding dehydrated)",5312,ha,226661.0
513766,South-eastern Asia,2001-01-01,"Onions and shallots, green",5312,ha,16158.0
513769,South-eastern Asia,2001-01-01,Oranges,5312,ha,141781.0
513774,South-eastern Asia,2001-01-01,Papayas,5312,ha,42404.0
