,decade,Area,Item,value
6162,1990-01-01,Eastern Europe,Oats,13546245.9
6163,1990-01-01,Eastern Europe,Oil of linseed,24128.305
6164,1990-01-01,Eastern Europe,Oil of maize,17979.708
6165,1990-01-01,Eastern Europe,Oil of palm kernel,0.141
6166,1990-01-01,Eastern Europe,Oil of sesame seed,2607.016
6167,1990-01-01,Eastern Europe,"Onions and shallots, dry (excluding dehydrated)",3133667.9
6168,1990-01-01,Eastern Europe,"Onions and shallots, green",14873.322
6169,1990-01-01,Eastern Europe,Oranges,271000.0
6170,1990-01-01,Eastern Europe,Peaches and nectarines,336657.1
6171,1990-01-01,Eastern Europe,Pears,587719.1
6172,1990-01-01,Eastern Europe,"Peas, dry",4349183.4
6173,1990-01-01,Eastern Europe,"Peas, green",380579.07999999996
6174,1990-01-01,Eastern Europe,Plums and sloes,1283779.8
6175,1990-01-01,Eastern Europe,Poppy seed,20948.3
6176,1990-01-01,Eastern Europe,Potatoes,95517833.9
6177,1990-01-01,Eastern Europe,"Pumpkins, squash and gourds",1828745.947
6178,1990-01-01,Eastern Europe,Quinces,31535.5
6179,1990-01-01,Eastern Europe,Rape or colza seed,1937918.321
6180,1990-01-01,Eastern Europe,"Rapeseed or canola oil, crude",560992.498
6181,1990-01-01,Eastern Europe,Raspberries,156309.825
6182,1990-01-01,Eastern Europe,Raw silk (not thrown),992.9
6183,1990-01-01,Eastern Europe,Rice,926230.0
6184,1990-01-01,Eastern Europe,Rye,17668802.2
6185,1990-01-01,Eastern Europe,Safflower seed,5578.902
6186,1990-01-01,Eastern Europe,"Safflower-seed oil, crude",1447.55
6187,1990-01-01,Eastern Europe,"Seed cotton, unginned",1620388.6
6188,1990-01-01,Eastern Europe,Sesame seed,75.0
6189,1990-01-01,Eastern Europe,Sorghum,72185.561
6190,1990-01-01,Eastern Europe,Sour cherries,513451.6
6191,1990-01-01,Eastern Europe,Soya bean oil,126074.023
6192,1990-01-01,Eastern Europe,Soya beans,689182.89
6193,1990-01-01,Eastern Europe,Spinach,17556.836
6194,1990-01-01,Eastern Europe,Strawberries,403494.0
6195,1990-01-01,Eastern Europe,String beans,55300.0
6196,1990-01-01,Eastern Europe,Sugar beet,76378499.8
6197,1990-01-01,Eastern Europe,Sunflower seed,7969538.233
6198,1990-01-01,Eastern Europe,"Sunflower-seed oil, crude",2349677.031
6199,1990-01-01,Eastern Europe,Tallow,188431.15699999998
6200,1990-01-01,Eastern Europe,Tea leaves,28600.0
6201,1990-01-01,Eastern Europe,Tomatoes,5831671.0
6202,1990-01-01,Eastern Europe,Triticale,2466249.5
6203,1990-01-01,Eastern Europe,"True hemp, raw or retted",17648.372
6204,1990-01-01,Eastern Europe,Tung nuts,6400.0
6205,1990-01-01,Eastern Europe,Unmanufactured tobacco,204476.8
6206,1990-01-01,Eastern Europe,Vetches,556691.3219999999
6207,1990-01-01,Eastern Europe,"Walnuts, in shell",146241.223
6208,1990-01-01,Eastern Europe,Watermelons,2385037.665
6209,1990-01-01,Eastern Europe,Wheat,88441958.7
6210,1990-01-01,Eastern Europe,"Whey, condensed",8667.5
6211,1990-01-01,Eastern Europe,"Whey, dry",17611.2
6212,1990-01-01,Eastern Europe,Wine,2182721.1
6213,1990-01-01,Melanesia,Bananas,714380.623
6214,1990-01-01,Melanesia,Cabbages,1057.5714285714287
6215,1990-01-01,Melanesia,"Cassava, fresh",138876.04499999998
6216,1990-01-01,Melanesia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",56.0
6217,1990-01-01,Melanesia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",470.2857142857143
6218,1990-01-01,Melanesia,Cocoa beans,39689.3
6219,1990-01-01,Melanesia,Coconut oil,53947.879
6220,1990-01-01,Melanesia,"Coconuts, in shell",1574301.833
6221,1990-01-01,Melanesia,"Coffee, green",64410.12000000001
6222,1990-01-01,Melanesia,"Corn, all",204435.466
6223,1990-01-01,Melanesia,Cucumbers and gherkins,758.7528571428572
6224,1990-01-01,Melanesia,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",302125.174
6225,1990-01-01,Melanesia,"Ginger, raw",3403.6
6226,1990-01-01,Melanesia,"Groundnuts, excluding shelled",2880.389
6227,1990-01-01,Melanesia,Lemons and limes,114.569
6228,1990-01-01,Melanesia,"Mangoes, guavas and mangosteens",380.1
6229,1990-01-01,Melanesia,Molasses,164168.3
6230,1990-01-01,Melanesia,Natural honey,217.69299999999998
6231,1990-01-01,Melanesia,"Nutmeg, mace, cardamoms, raw",91.1
6232,1990-01-01,Melanesia,Oil of palm kernel,17874.0
6233,1990-01-01,Melanesia,Oil palm fruit,1063672.9
6234,1990-01-01,Melanesia,Okra,779.721
6235,1990-01-01,Melanesia,Oranges,943.073
6236,1990-01-01,Melanesia,Palm kernels,65020.2
6237,1990-01-01,Melanesia,Palm oil,258408.1
6238,1990-01-01,Melanesia,Papayas,542.3
6239,1990-01-01,Melanesia,"Pepper (Piper spp.), raw",146.174
6240,1990-01-01,Melanesia,Pineapples,14859.056
6241,1990-01-01,Melanesia,Plantains and cooking bananas,170.262
6242,1990-01-01,Melanesia,Potatoes,2884.2619999999997
6243,1990-01-01,Melanesia,"Pumpkins, squash and gourds",922.164
6244,1990-01-01,Melanesia,"Pyrethrum, dried flowers",550.5
6245,1990-01-01,Melanesia,Rice,22321.737
6246,1990-01-01,Melanesia,Sorghum,2180.178
6247,1990-01-01,Melanesia,Sugar cane,3952588.2
6248,1990-01-01,Melanesia,Sweet potatoes,536810.049
6249,1990-01-01,Melanesia,Tallow,149.6
6250,1990-01-01,Melanesia,Taro,242810.948
6251,1990-01-01,Melanesia,Tea leaves,7011.3
6252,1990-01-01,Melanesia,Tomatoes,2005.7
6253,1990-01-01,Melanesia,Unmanufactured tobacco,322.5
6254,1990-01-01,Melanesia,Watermelons,1902.1
6255,1990-01-01,Melanesia,Wheat,125.0
6256,1990-01-01,Melanesia,Yams,251790.352
6257,1990-01-01,Micronesia,Bananas,5480.9580000000005
6258,1990-01-01,Micronesia,"Cassava, fresh",11813.766
6259,1990-01-01,Micronesia,Cocoa beans,33.148
6260,1990-01-01,Micronesia,Coconut oil,1970.28
6261,1990-01-01,Micronesia,"Coconuts, in shell",135315.082
6262,1990-01-01,Micronesia,"Corn, all",47.24888888888889
6263,1990-01-01,Micronesia,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",6400.0
6264,1990-01-01,Micronesia,Plantains and cooking bananas,307.53000000000003
6265,1990-01-01,Micronesia,Rice,93.88199999999999
6266,1990-01-01,Micronesia,Sorghum,10.108
6267,1990-01-01,Micronesia,Sweet potatoes,3056.69
6268,1990-01-01,Micronesia,Taro,1535.53
6269,1990-01-01,Middle Africa,"Abaca, manila hemp, raw",456.703
6270,1990-01-01,Middle Africa,Apricots,417.00600000000003
6271,1990-01-01,Middle Africa,Avocados,119328.573
6272,1990-01-01,Middle Africa,"Bambara beans, dry",14454.2
6273,1990-01-01,Middle Africa,Bananas,1677970.671
6274,1990-01-01,Middle Africa,Barley,391.14700000000005
6275,1990-01-01,Middle Africa,"Beans, dry",358186.2
6276,1990-01-01,Middle Africa,"Broad beans and horse beans, dry",244.51
6277,1990-01-01,Middle Africa,Cabbages,58837.9
6278,1990-01-01,Middle Africa,Carrots and turnips,413.924
6279,1990-01-01,Middle Africa,"Cashew nuts, in shell",1016.825
6280,1990-01-01,Middle Africa,Cassava leaves,39500.0
6281,1990-01-01,Middle Africa,"Cassava, fresh",23817817.207
6282,1990-01-01,Middle Africa,Castor oil seeds,3383.477
6283,1990-01-01,Middle Africa,Cereals n.e.c.,109653.79299999999
6284,1990-01-01,Middle Africa,"Chestnuts, in shell",99.784
6285,1990-01-01,Middle Africa,Chicory roots,109.099
6286,1990-01-01,Middle Africa,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",39715.090000000004
6287,1990-01-01,Middle Africa,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",3103.3
6288,1990-01-01,Middle Africa,"Cinnamon and cinnamon-tree flowers, raw",57.306
6289,1990-01-01,Middle Africa,Cocoa beans,134354.983
6290,1990-01-01,Middle Africa,Coconut oil,682.344
6291,1990-01-01,Middle Africa,"Coconuts, in shell",35693.694
6292,1990-01-01,Middle Africa,"Coffee, green",192572.448
6293,1990-01-01,Middle Africa,"Corn, all",2236423.8
6294,1990-01-01,Middle Africa,"Cotton lint, ginned",158000.7
6295,1990-01-01,Middle Africa,Cotton seed,210549.8
6296,1990-01-01,Middle Africa,Cottonseed oil,31446.256
6297,1990-01-01,Middle Africa,"Cow peas, dry",63859.5
6298,1990-01-01,Middle Africa,Cucumbers and gherkins,75406.889
6299,1990-01-01,Middle Africa,Dates,18922.673000000003
6300,1990-01-01,Middle Africa,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",332362.466
6301,1990-01-01,Middle Africa,"Fibre Crops, Fibre Equivalent",311350.2322222222
6302,1990-01-01,Middle Africa,Figs,33.662
6303,1990-01-01,Middle Africa,"Ginger, raw",3293.0
6304,1990-01-01,Middle Africa,Groundnut oil,80251.503
6305,1990-01-01,Middle Africa,"Groundnuts, excluding shelled",1015685.3
6306,1990-01-01,Middle Africa,"Hazelnuts, in shell",100.0
6307,1990-01-01,Middle Africa,"Jute, raw or retted",101.726
6308,1990-01-01,Middle Africa,Kola nuts,34924.093
6309,1990-01-01,Middle Africa,Lemons and limes,11449.537
6310,1990-01-01,Middle Africa,Lettuce and chicory,17115.3
6311,1990-01-01,Middle Africa,"Mangoes, guavas and mangosteens",291273.72400000005
6312,1990-01-01,Middle Africa,Melonseed,129525.124
6313,1990-01-01,Middle Africa,Millet,451278.6
6314,1990-01-01,Middle Africa,Molasses,98399.2
6315,1990-01-01,Middle Africa,Natural honey,35714.417
6316,1990-01-01,Middle Africa,Oats,0.0
6317,1990-01-01,Middle Africa,Oil of palm kernel,68190.67
6318,1990-01-01,Middle Africa,Oil of sesame seed,4934.4
6319,1990-01-01,Middle Africa,Oil palm fruit,2533935.3
6320,1990-01-01,Middle Africa,Okra,18129.2
6321,1990-01-01,Middle Africa,"Onions and shallots, dry (excluding dehydrated)",99856.593
6322,1990-01-01,Middle Africa,"Onions and shallots, green",11686.573
6323,1990-01-01,Middle Africa,Oranges,244997.277
6324,1990-01-01,Middle Africa,Palm kernels,157298.2
6325,1990-01-01,Middle Africa,Palm oil,390035.0
6326,1990-01-01,Middle Africa,Papayas,257210.69299999997
6327,1990-01-01,Middle Africa,Peaches and nectarines,465.139
6328,1990-01-01,Middle Africa,"Peas, dry",5411.7300000000005
6329,1990-01-01,Middle Africa,"Pepper (Piper spp.), raw",69.287
6330,1990-01-01,Middle Africa,"Pigeon peas, dry",5385.3
6331,1990-01-01,Middle Africa,Pineapples,321456.124
6332,1990-01-01,Middle Africa,Plantains and cooking bananas,3282882.5039999997
6333,1990-01-01,Middle Africa,Plums and sloes,272.431
6334,1990-01-01,Middle Africa,Pomelos and grapefruits,17223.903
6335,1990-01-01,Middle Africa,Potatoes,173931.569
6336,1990-01-01,Middle Africa,"Pumpkins, squash and gourds",112374.2
6337,1990-01-01,Middle Africa,Rice,542584.706
6338,1990-01-01,Middle Africa,"Seed cotton, unginned",403724.1
6339,1990-01-01,Middle Africa,Sesame seed,55277.287
6340,1990-01-01,Middle Africa,"Sisal, raw",927.259
6341,1990-01-01,Middle Africa,Sorghum,813812.3
6342,1990-01-01,Middle Africa,Soya bean oil,340.977
6343,1990-01-01,Middle Africa,Soya beans,20183.4
6344,1990-01-01,Middle Africa,Spinach,1033.1190000000001
6345,1990-01-01,Middle Africa,Sugar cane,4307543.2
6346,1990-01-01,Middle Africa,Sunflower seed,10300.0
6347,1990-01-01,Middle Africa,"Sunflower-seed oil, crude",3858.2410000000004
6348,1990-01-01,Middle Africa,Sweet potatoes,789764.569
6349,1990-01-01,Middle Africa,"Tangerines, mandarins, clementines",2389.75
6350,1990-01-01,Middle Africa,Taro,980718.335
6351,1990-01-01,Middle Africa,Tea leaves,6900.4
6352,1990-01-01,Middle Africa,Tomatoes,150202.66
6353,1990-01-01,Middle Africa,Unmanufactured tobacco,10257.354000000001
6354,1990-01-01,Middle Africa,Watermelons,14649.0
6355,1990-01-01,Middle Africa,Wheat,16962.732
6356,1990-01-01,Middle Africa,Yams,1014927.033
6357,1990-01-01,Northern Africa,"Almonds, in shell",149683.49
6358,1990-01-01,Northern Africa,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",51534.816
6359,1990-01-01,Northern Africa,Apples,772889.663
6360,1990-01-01,Northern Africa,Apricots,230189.63700000002
6361,1990-01-01,Northern Africa,Artichokes,104390.2
6362,1990-01-01,Northern Africa,Asparagus,2385.967
6363,1990-01-01,Northern Africa,Avocados,7945.0
6364,1990-01-01,Northern Africa,Bananas,680827.3
6365,1990-01-01,Northern Africa,Barley,3538638.2
6366,1990-01-01,Northern Africa,"Beans, dry",40306.54
6367,1990-01-01,Northern Africa,Blueberries,45.327999999999996
6368,1990-01-01,Northern Africa,"Brazil nuts, in shell",0.0
6369,1990-01-01,Northern Africa,"Broad beans and horse beans, dry",651121.8
6370,1990-01-01,Northern Africa,"Broad beans and horse beans, green",237047.002
6371,1990-01-01,Northern Africa,Cabbages,514084.9
6372,1990-01-01,Northern Africa,Canary seed,320.0
6373,1990-01-01,Northern Africa,Carrots and turnips,586373.511
6374,1990-01-01,Northern Africa,"Cassava, fresh",8680.0
6375,1990-01-01,Northern Africa,Castor oil seeds,4324.473
6376,1990-01-01,Northern Africa,Cauliflowers and broccoli,178406.2
6377,1990-01-01,Northern Africa,Cereals n.e.c.,33068.770000000004
6378,1990-01-01,Northern Africa,Cherries,9970.2
6379,1990-01-01,Northern Africa,"Chick peas, dry",92547.5
6380,1990-01-01,Northern Africa,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",74283.607
6381,1990-01-01,Northern Africa,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",782025.8
6382,1990-01-01,Northern Africa,"Corn, all",5584989.088
6383,1990-01-01,Northern Africa,"Cotton lint, ginned",380283.4
6384,1990-01-01,Northern Africa,Cotton seed,620738.1980000001
6385,1990-01-01,Northern Africa,Cottonseed oil,88688.84199999999
6386,1990-01-01,Northern Africa,"Cow peas, dry",6595.8
6387,1990-01-01,Northern Africa,Cranberries,50.059000000000005
6388,1990-01-01,Northern Africa,Cucumbers and gherkins,494038.5
6389,1990-01-01,Northern Africa,Dates,1435530.3
6390,1990-01-01,Northern Africa,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",3416.566
6391,1990-01-01,Northern Africa,"Fibre Crops, Fibre Equivalent",762328.9022222222
6392,1990-01-01,Northern Africa,Figs,344627.9
6393,1990-01-01,Northern Africa,"Flax, processed but not spun",12913.0
6394,1990-01-01,Northern Africa,Grapes,1359871.5
6395,1990-01-01,Northern Africa,Green garlic,252756.93199999997
6396,1990-01-01,Northern Africa,Groundnut oil,121345.47099999999
6397,1990-01-01,Northern Africa,"Groundnuts, excluding shelled",779269.4990000001
6398,1990-01-01,Northern Africa,"Hazelnuts, in shell",37.305
6399,1990-01-01,Northern Africa,"Jute, raw or retted",5370.0
6400,1990-01-01,Northern Africa,Lemons and limes,429935.2
6401,1990-01-01,Northern Africa,"Lentils, dry",36075.071
6402,1990-01-01,Northern Africa,Lettuce and chicory,148169.672
6403,1990-01-01,Northern Africa,Linseed,28622.686999999998
6404,1990-01-01,Northern Africa,Locust beans (carobs),26794.51
6405,1990-01-01,Northern Africa,Lupins,12456.728
6406,1990-01-01,Northern Africa,"Mangoes, guavas and mangosteens",355529.932
6407,1990-01-01,Northern Africa,Margarine and shortening,143028.78
6408,1990-01-01,Northern Africa,Mato leaves,0.0
6409,1990-01-01,Northern Africa,Melonseed,47300.0
6410,1990-01-01,Northern Africa,Millet,481624.093
6411,1990-01-01,Northern Africa,Molasses,879813.4
6412,1990-01-01,Northern Africa,Mushrooms and truffles,1786.3229999999999
6413,1990-01-01,Northern Africa,Natural honey,16617.2
6414,1990-01-01,Northern Africa,Oats,96750.06
6415,1990-01-01,Northern Africa,Oil of linseed,10843.492
6416,1990-01-01,Northern Africa,Oil of maize,675.0
6417,1990-01-01,Northern Africa,Oil of palm kernel,0.9450000000000001
6418,1990-01-01,Northern Africa,Oil of sesame seed,26398.0
6419,1990-01-01,Northern Africa,Okra,161470.0
6420,1990-01-01,Northern Africa,Olive oil,261204.9
6421,1990-01-01,Northern Africa,Olives,1915689.4
6422,1990-01-01,Northern Africa,"Onions and shallots, dry (excluding dehydrated)",1593734.3
6423,1990-01-01,Northern Africa,"Onions and shallots, green",198219.78699999998
6424,1990-01-01,Northern Africa,Oranges,2902085.6
6425,1990-01-01,Northern Africa,Papayas,133.137
6426,1990-01-01,Northern Africa,Peaches and nectarines,364915.975
6427,1990-01-01,Northern Africa,Pears,186329.155
6428,1990-01-01,Northern Africa,"Peas, dry",43536.795
6429,1990-01-01,Northern Africa,"Peas, green",242626.6
6430,1990-01-01,Northern Africa,"Peppermint, spearmint",41837.4
6431,1990-01-01,Northern Africa,Pineapples,4606.2
6432,1990-01-01,Northern Africa,"Pistachios, in shell",981.24
6433,1990-01-01,Northern Africa,Plums and sloes,145070.0
6434,1990-01-01,Northern Africa,Pomelos and grapefruits,121205.699
6435,1990-01-01,Northern Africa,Potatoes,4531309.0
6436,1990-01-01,Northern Africa,"Pumpkins, squash and gourds",777985.745
6437,1990-01-01,Northern Africa,"Pyrethrum, dried flowers",394.131
6438,1990-01-01,Northern Africa,Quinces,29936.136
6439,1990-01-01,Northern Africa,Rape or colza seed,41356.947
6440,1990-01-01,Northern Africa,"Rapeseed or canola oil, crude",20714.477000000003
6441,1990-01-01,Northern Africa,Raspberries,127.55
6442,1990-01-01,Northern Africa,Raw silk (not thrown),3.3
6443,1990-01-01,Northern Africa,Rice,4507499.666
6444,1990-01-01,Northern Africa,Rye,22490.237
6445,1990-01-01,Northern Africa,Safflower seed,0.0
6446,1990-01-01,Northern Africa,"Safflower-seed oil, crude",3.3629999999999995
6447,1990-01-01,Northern Africa,"Seed cotton, unginned",1075662.1130000001
6448,1990-01-01,Northern Africa,Sesame seed,270336.44499999995
6449,1990-01-01,Northern Africa,"Sisal, raw",2075.662
6450,1990-01-01,Northern Africa,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",5650.0
6451,1990-01-01,Northern Africa,Sorghum,3862036.1980000003
6452,1990-01-01,Northern Africa,Soya bean oil,39441.21
6453,1990-01-01,Northern Africa,Soya beans,65315.7
6454,1990-01-01,Northern Africa,Spinach,56138.3
6455,1990-01-01,Northern Africa,Strawberries,57772.774
6456,1990-01-01,Northern Africa,String beans,18760.0
6457,1990-01-01,Northern Africa,Sugar beet,4291282.7
6458,1990-01-01,Northern Africa,Sugar cane,19041318.1
6459,1990-01-01,Northern Africa,Sunflower seed,148488.30800000002
6460,1990-01-01,Northern Africa,"Sunflower-seed oil, crude",66934.539
6461,1990-01-01,Northern Africa,Sweet potatoes,207799.4
6462,1990-01-01,Northern Africa,"Tangerines, mandarins, clementines",831717.9
6463,1990-01-01,Northern Africa,Taro,107634.1
6464,1990-01-01,Northern Africa,Tomatoes,8104328.5
6465,1990-01-01,Northern Africa,Triticale,19863.1
6466,1990-01-01,Northern Africa,Unmanufactured tobacco,16681.4
6467,1990-01-01,Northern Africa,Vetches,11391.866
6468,1990-01-01,Northern Africa,"Walnuts, in shell",3840.0
6469,1990-01-01,Northern Africa,Watermelons,2459817.6
6470,1990-01-01,Northern Africa,Wheat,11964832.9
6471,1990-01-01,Northern Africa,Wine,115033.5
6472,1990-01-01,Northern Africa,Yams,126350.0
6473,1990-01-01,Northern America,"Almonds, in shell",441150.0
6474,1990-01-01,Northern America,Apples,5335077.1
6475,1990-01-01,Northern America,Apricots,97652.6
6476,1990-01-01,Northern America,Artichokes,46582.4
6477,1990-01-01,Northern America,Asparagus,101444.3
6478,1990-01-01,Northern America,Avocados,168036.5
6479,1990-01-01,Northern America,Bananas,6634.0
6480,1990-01-01,Northern America,Barley,21260566.0
6481,1990-01-01,Northern America,"Beans, dry",1477950.0
6482,1990-01-01,Northern America,Blueberries,113056.5
6483,1990-01-01,Northern America,"Broad beans and horse beans, dry",8242.0
6484,1990-01-01,Northern America,Buckwheat,102204.84599999999
6485,1990-01-01,Northern America,Cabbages,2079711.5
6486,1990-01-01,Northern America,Canary seed,172040.0
6487,1990-01-01,Northern America,Carrots and turnips,2123012.5
6488,1990-01-01,Northern America,Castor oil seeds,0.0
6489,1990-01-01,Northern America,Cauliflowers and broccoli,1059686.1
6490,1990-01-01,Northern America,Cherries,171618.2
6491,1990-01-01,Northern America,"Chick peas, dry",47470.24333333333
6492,1990-01-01,Northern America,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",25800.0
6493,1990-01-01,Northern America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",685146.0
6494,1990-01-01,Northern America,"Coffee, green",2013.9
6495,1990-01-01,Northern America,"Corn, all",230783603.1
6496,1990-01-01,Northern America,"Cotton lint, ginned",3737070.0
6497,1990-01-01,Northern America,Cotton seed,5961650.0
6498,1990-01-01,Northern America,Cottonseed oil,523360.0
6499,1990-01-01,Northern America,"Cow peas, dry",34174.9
6500,1990-01-01,Northern America,Cranberries,235633.5
6501,1990-01-01,Northern America,Cucumbers and gherkins,988890.9
6502,1990-01-01,Northern America,Currants,0.0
6503,1990-01-01,Northern America,Dates,21463.0
6504,1990-01-01,Northern America,"Fibre Crops, Fibre Equivalent",7261727.222222222
6505,1990-01-01,Northern America,Figs,46702.9
6506,1990-01-01,Northern America,"Ginger, raw",5006.3
6507,1990-01-01,Northern America,Grapes,5495908.2
6508,1990-01-01,Northern America,Green garlic,227095.7
6509,1990-01-01,Northern America,Groundnut oil,110506.0
6510,1990-01-01,Northern America,"Groundnuts, excluding shelled",1764880.0
6511,1990-01-01,Northern America,"Hazelnuts, in shell",27012.0
6512,1990-01-01,Northern America,Hop cones,31923.0
6513,1990-01-01,Northern America,Kiwi fruit,34486.4
6514,1990-01-01,Northern America,Lemons and limes,809927.0
6515,1990-01-01,Northern America,"Lentils, dry",496281.0
6516,1990-01-01,Northern America,Lettuce and chicory,3874894.3
6517,1990-01-01,Northern America,Linseed,934477.0
6518,1990-01-01,Northern America,"Mangoes, guavas and mangosteens",4944.643
6519,1990-01-01,Northern America,Margarine and shortening,3693405.7
6520,1990-01-01,Northern America,Millet,238177.84500000003
6521,1990-01-01,Northern America,Mixed grain,613360.0
6522,1990-01-01,Northern America,Molasses,2224600.0
6523,1990-01-01,Northern America,Mushrooms and truffles,415659.1
6524,1990-01-01,Northern America,Mustard seed,243664.0
6525,1990-01-01,Northern America,Natural honey,129280.0
6526,1990-01-01,Northern America,Oats,6366015.0
6527,1990-01-01,Northern America,Oil of linseed,108505.0
6528,1990-01-01,Northern America,Oil of maize,936170.0
6529,1990-01-01,Northern America,Okra,4710.0
6530,1990-01-01,Northern America,Olive oil,626.5
6531,1990-01-01,Northern America,Olives,102484.5
6532,1990-01-01,Northern America,"Onions and shallots, dry (excluding dehydrated)",2975612.6
6533,1990-01-01,Northern America,Oranges,9513418.0
6534,1990-01-01,Northern America,Papayas,24222.7
6535,1990-01-01,Northern America,Peaches and nectarines,1369070.5
6536,1990-01-01,Northern America,Pears,886675.8
6537,1990-01-01,Northern America,"Peas, dry",1469118.0
6538,1990-01-01,Northern America,"Peas, green",1147733.5
6539,1990-01-01,Northern America,Pineapples,373233.3
6540,1990-01-01,Northern America,"Pistachios, in shell",62122.0
6541,1990-01-01,Northern America,Plums and sloes,715113.0
6542,1990-01-01,Northern America,Pomelos and grapefruits,2316076.0
6543,1990-01-01,Northern America,Potatoes,24176624.007999998
6544,1990-01-01,Northern America,"Pumpkins, squash and gourds",31690.0
6545,1990-01-01,Northern America,Rape or colza seed,6115247.1
6546,1990-01-01,Northern America,"Rapeseed or canola oil, crude",1172937.3
6547,1990-01-01,Northern America,Raspberries,54277.9
6548,1990-01-01,Northern America,Rice,8019212.0
6549,1990-01-01,Northern America,Rye,629642.0
6550,1990-01-01,Northern America,Safflower seed,179691.451
6551,1990-01-01,Northern America,"Safflower-seed oil, crude",45630.0
6552,1990-01-01,Northern America,"Seed cotton, unginned",9698620.0
6553,1990-01-01,Northern America,Sesame seed,0.0
6554,1990-01-01,Northern America,Sorghum,15788457.0
6555,1990-01-01,Northern America,Sour cherries,140052.9
6556,1990-01-01,Northern America,Soya bean oil,7085170.0
6557,1990-01-01,Northern America,Soya beans,65047127.0
6558,1990-01-01,Northern America,Spinach,224558.3
6559,1990-01-01,Northern America,Strawberries,726820.1
6560,1990-01-01,Northern America,String beans,831266.0
6561,1990-01-01,Northern America,Sugar beet,27526480.8
6562,1990-01-01,Northern America,Sugar cane,28370970.8
6563,1990-01-01,Northern America,Sunflower seed,1758190.0
6564,1990-01-01,Northern America,"Sunflower-seed oil, crude",393100.0
6565,1990-01-01,Northern America,Sweet potatoes,563162.2
6566,1990-01-01,Northern America,Tallow,3813090.0
6567,1990-01-01,Northern America,"Tangerines, mandarins, clementines",474156.0
6568,1990-01-01,Northern America,Taro,2816.0
6569,1990-01-01,Northern America,Tomatoes,11767979.7
6570,1990-01-01,Northern America,Triticale,39743.5
6571,1990-01-01,Northern America,Tung nuts,0.0
6572,1990-01-01,Northern America,Unmanufactured tobacco,777558.9
6573,1990-01-01,Northern America,"Walnuts, in shell",217988.0
6574,1990-01-01,Northern America,Watermelons,1704993.9300000002
6575,1990-01-01,Northern America,Wheat,91875488.4
6576,1990-01-01,Northern America,"Whey, condensed",45611.5
6577,1990-01-01,Northern America,"Whey, dry",599063.1
6578,1990-01-01,Northern America,Wine,1963818.0
6579,1990-01-01,Northern Europe,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",285.1
6580,1990-01-01,Northern Europe,Apples,543133.8
6581,1990-01-01,Northern Europe,Asparagus,1766.9
6582,1990-01-01,Northern Europe,Barley,17545800.8
6583,1990-01-01,Northern Europe,"Beans, dry",6538.3
6584,1990-01-01,Northern Europe,Blueberries,4616.546
6585,1990-01-01,Northern Europe,"Broad beans and horse beans, dry",136780.0
6586,1990-01-01,Northern Europe,"Broad beans and horse beans, green",13441.1
6587,1990-01-01,Northern Europe,Buckwheat,3647.75
6588,1990-01-01,Northern Europe,Cabbages,869295.144
6589,1990-01-01,Northern Europe,Carrots and turnips,1038989.0220000001
6590,1990-01-01,Northern Europe,Cauliflowers and broccoli,320018.731
6591,1990-01-01,Northern Europe,Cereals n.e.c.,9903.207777777778
6592,1990-01-01,Northern Europe,Cherries,12595.3
6593,1990-01-01,Northern Europe,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",6372.8
6594,1990-01-01,Northern Europe,Coconut oil,19145.004
6595,1990-01-01,Northern Europe,"Corn, all",8647.90625
6596,1990-01-01,Northern Europe,Cottonseed oil,49.3
6597,1990-01-01,Northern Europe,Cranberries,8112.5
6598,1990-01-01,Northern Europe,Cucumbers and gherkins,210146.136
6599,1990-01-01,Northern Europe,Currants,36893.204
6600,1990-01-01,Northern Europe,"Fibre Crops, Fibre Equivalent",23077.41125
6601,1990-01-01,Northern Europe,"Flax, processed but not spun",23077.41125
6602,1990-01-01,Northern Europe,Gooseberries,4326.9
6603,1990-01-01,Northern Europe,Grapes,1929.5
6604,1990-01-01,Northern Europe,Green garlic,3170.556666666667
6605,1990-01-01,Northern Europe,Groundnut oil,2978.373
6606,1990-01-01,Northern Europe,Hop cones,4745.283
6607,1990-01-01,Northern Europe,Lettuce and chicory,272044.988
6608,1990-01-01,Northern Europe,Linseed,151315.2
6609,1990-01-01,Northern Europe,Lupins,1482.75
6610,1990-01-01,Northern Europe,Margarine and shortening,817210.0
