,decade,Area,Item,value
0,1960-01-01,Australia and New Zealand,Apples,461103.77777777775
1,1960-01-01,Australia and New Zealand,Apricots,45918.0
2,1960-01-01,Australia and New Zealand,Asparagus,7669.444444444444
3,1960-01-01,Australia and New Zealand,Avocados,577.7777777777778
4,1960-01-01,Australia and New Zealand,Bananas,125922.77777777778
5,1960-01-01,Australia and New Zealand,Barley,1295255.0
6,1960-01-01,Australia and New Zealand,"Beans, dry",1015.4444444444445
7,1960-01-01,Australia and New Zealand,"Broad beans and horse beans, dry",222.0
8,1960-01-01,Australia and New Zealand,"Broad beans and horse beans, green",1368.888888888889
9,1960-01-01,Australia and New Zealand,Cabbages,98170.66666666667
10,1960-01-01,Australia and New Zealand,Canary seed,7899.777777777777
11,1960-01-01,Australia and New Zealand,Carrots and turnips,92800.66666666667
12,1960-01-01,Australia and New Zealand,Cauliflowers and broccoli,104960.44444444444
13,1960-01-01,Australia and New Zealand,Cereals n.e.c.,7222.222222222223
14,1960-01-01,Australia and New Zealand,Cherries,7900.111111111111
15,1960-01-01,Australia and New Zealand,Coconut oil,21520.11888888889
16,1960-01-01,Australia and New Zealand,"Corn, all",212667.0
17,1960-01-01,Australia and New Zealand,"Cotton lint, ginned",12100.0
18,1960-01-01,Australia and New Zealand,Cotton seed,24055.555555555555
19,1960-01-01,Australia and New Zealand,Cottonseed oil,3596.897777777778
20,1960-01-01,Australia and New Zealand,Cucumbers and gherkins,11365.111111111111
21,1960-01-01,Australia and New Zealand,Currants,1315.7777777777778
22,1960-01-01,Australia and New Zealand,Figs,612.0
23,1960-01-01,Australia and New Zealand,"Flax, processed but not spun",311.55555555555554
24,1960-01-01,Australia and New Zealand,Gooseberries,468.0
25,1960-01-01,Australia and New Zealand,Grapes,618704.0
26,1960-01-01,Australia and New Zealand,Green garlic,105.55555555555556
27,1960-01-01,Australia and New Zealand,Groundnut oil,729.5522222222222
28,1960-01-01,Australia and New Zealand,"Groundnuts, excluding shelled",22914.777777777777
29,1960-01-01,Australia and New Zealand,Hop cones,2046.0
30,1960-01-01,Australia and New Zealand,Lemons and limes,22200.666666666668
31,1960-01-01,Australia and New Zealand,Lettuce and chicory,39052.11111111111
32,1960-01-01,Australia and New Zealand,Linseed,30284.88888888889
33,1960-01-01,Australia and New Zealand,Lupins,711.8888888888889
34,1960-01-01,Australia and New Zealand,"Mangoes, guavas and mangosteens",959.8888888888889
35,1960-01-01,Australia and New Zealand,Margarine and shortening,18822.28888888889
36,1960-01-01,Australia and New Zealand,Millet,26743.444444444445
37,1960-01-01,Australia and New Zealand,Molasses,414239.23555555556
38,1960-01-01,Australia and New Zealand,Mushrooms and truffles,637.2222222222222
39,1960-01-01,Australia and New Zealand,Mustard seed,283.44444444444446
40,1960-01-01,Australia and New Zealand,Natural honey,23507.333333333332
41,1960-01-01,Australia and New Zealand,Oats,1312888.7777777778
42,1960-01-01,Australia and New Zealand,Oil of linseed,9913.7
43,1960-01-01,Australia and New Zealand,Oil of maize,471.25
44,1960-01-01,Australia and New Zealand,Oil of sesame seed,91.2625
45,1960-01-01,Australia and New Zealand,Olive oil,132.87
46,1960-01-01,Australia and New Zealand,Olives,1476.3333333333333
47,1960-01-01,Australia and New Zealand,"Onions and shallots, dry (excluding dehydrated)",67856.88888888889
48,1960-01-01,Australia and New Zealand,"Onions and shallots, green",24956.875
49,1960-01-01,Australia and New Zealand,Oranges,211148.44444444444
50,1960-01-01,Australia and New Zealand,Papayas,6041.555555555556
51,1960-01-01,Australia and New Zealand,Peaches and nectarines,114087.77777777778
52,1960-01-01,Australia and New Zealand,Pears,147184.77777777778
53,1960-01-01,Australia and New Zealand,"Peas, dry",50899.0
54,1960-01-01,Australia and New Zealand,"Peas, green",123354.88888888889
55,1960-01-01,Australia and New Zealand,Pineapples,95071.33333333333
56,1960-01-01,Australia and New Zealand,Plums and sloes,27097.333333333332
57,1960-01-01,Australia and New Zealand,Pomelos and grapefruits,12395.666666666666
58,1960-01-01,Australia and New Zealand,Potatoes,872178.2222222222
59,1960-01-01,Australia and New Zealand,"Pumpkins, squash and gourds",71049.44444444444
60,1960-01-01,Australia and New Zealand,Quinces,1228.6666666666667
61,1960-01-01,Australia and New Zealand,Rape or colza seed,808.6666666666666
62,1960-01-01,Australia and New Zealand,"Rapeseed or canola oil, crude",2000.0
63,1960-01-01,Australia and New Zealand,Raspberries,2903.4444444444443
64,1960-01-01,Australia and New Zealand,Rice,178222.22222222222
65,1960-01-01,Australia and New Zealand,Rye,12504.888888888889
66,1960-01-01,Australia and New Zealand,Safflower seed,9620.333333333334
67,1960-01-01,Australia and New Zealand,"Safflower-seed oil, crude",2805.922222222222
68,1960-01-01,Australia and New Zealand,"Seed cotton, unginned",36155.555555555555
69,1960-01-01,Australia and New Zealand,Sorghum,244712.66666666666
70,1960-01-01,Australia and New Zealand,Soya bean oil,246.88111111111115
71,1960-01-01,Australia and New Zealand,Soya beans,787.8888888888889
72,1960-01-01,Australia and New Zealand,Spinach,2421.3333333333335
73,1960-01-01,Australia and New Zealand,Strawberries,4683.666666666667
74,1960-01-01,Australia and New Zealand,Sugar cane,14794258.666666666
75,1960-01-01,Australia and New Zealand,Sunflower seed,2762.3333333333335
76,1960-01-01,Australia and New Zealand,"Sunflower-seed oil, crude",1219.448888888889
77,1960-01-01,Australia and New Zealand,Sweet potatoes,6081.555555555556
78,1960-01-01,Australia and New Zealand,Tallow,301224.8888888889
79,1960-01-01,Australia and New Zealand,"Tangerines, mandarins, clementines",14075.777777777777
80,1960-01-01,Australia and New Zealand,Tomatoes,195388.66666666666
81,1960-01-01,Australia and New Zealand,Unmanufactured tobacco,17710.666666666668
82,1960-01-01,Australia and New Zealand,Vetches,181.44444444444446
83,1960-01-01,Australia and New Zealand,"Walnuts, in shell",233.44444444444446
84,1960-01-01,Australia and New Zealand,Watermelons,15576.111111111111
85,1960-01-01,Australia and New Zealand,Wheat,9942829.222222222
86,1960-01-01,Australia and New Zealand,"Whey, dry",5300.0
87,1960-01-01,Australia and New Zealand,Wine,187364.22222222222
88,1960-01-01,Caribbean,"Agave fibres, raw, n.e.c.",10155.555555555555
89,1960-01-01,Caribbean,Apples,546.6666666666666
90,1960-01-01,Caribbean,Avocados,197403.88888888888
91,1960-01-01,Caribbean,Bananas,1313762.3333333333
92,1960-01-01,Caribbean,"Beans, dry",88384.88888888889
93,1960-01-01,Caribbean,"Broad beans and horse beans, dry",4594.0
94,1960-01-01,Caribbean,Cabbages,37075.77777777778
95,1960-01-01,Caribbean,Carrots and turnips,8805.333333333334
96,1960-01-01,Caribbean,"Cashew nuts, in shell",793.0
97,1960-01-01,Caribbean,"Cassava, fresh",552212.4444444445
98,1960-01-01,Caribbean,Castor oil seeds,1363.7777777777778
99,1960-01-01,Caribbean,Cauliflowers and broccoli,326.0
100,1960-01-01,Caribbean,"Chick peas, dry",145.0
101,1960-01-01,Caribbean,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",3304.5555555555557
102,1960-01-01,Caribbean,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",24258.444444444445
103,1960-01-01,Caribbean,Cocoa beans,46974.88888888889
104,1960-01-01,Caribbean,Coconut oil,27115.013333333332
105,1960-01-01,Caribbean,"Coconuts, in shell",425733.6666666667
106,1960-01-01,Caribbean,"Coffee, green",134612.44444444444
107,1960-01-01,Caribbean,"Corn, all",385527.6666666667
108,1960-01-01,Caribbean,"Cotton lint, ginned",4538.111111111111
109,1960-01-01,Caribbean,Cotton seed,8957.888888888889
110,1960-01-01,Caribbean,Cottonseed oil,886.9677777777778
111,1960-01-01,Caribbean,"Cow peas, dry",32594.666666666668
112,1960-01-01,Caribbean,Cucumbers and gherkins,14665.777777777777
113,1960-01-01,Caribbean,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",89334.55555555556
114,1960-01-01,Caribbean,"Ginger, raw",1210.7777777777778
115,1960-01-01,Caribbean,Green garlic,4283.666666666667
116,1960-01-01,Caribbean,Groundnut oil,17658.326666666668
117,1960-01-01,Caribbean,"Groundnuts, excluding shelled",70794.0
118,1960-01-01,Caribbean,Lemons and limes,70590.55555555556
119,1960-01-01,Caribbean,Lettuce and chicory,7911.444444444444
120,1960-01-01,Caribbean,"Mangoes, guavas and mangosteens",440918.8888888889
121,1960-01-01,Caribbean,Margarine and shortening,5610.0
122,1960-01-01,Caribbean,Molasses,2596535.5633333335
123,1960-01-01,Caribbean,Natural honey,5974.888888888889
124,1960-01-01,Caribbean,"Nutmeg, mace, cardamoms, raw",1371.4444444444443
125,1960-01-01,Caribbean,Oil of linseed,14.952222222222222
126,1960-01-01,Caribbean,Oil of maize,1.788888888888889
127,1960-01-01,Caribbean,"Onions and shallots, dry (excluding dehydrated)",30811.0
128,1960-01-01,Caribbean,"Onions and shallots, green",1301.0
129,1960-01-01,Caribbean,Oranges,307562.44444444444
130,1960-01-01,Caribbean,Papayas,49453.0
131,1960-01-01,Caribbean,Pears,33.333333333333336
132,1960-01-01,Caribbean,"Peas, dry",2065.0
133,1960-01-01,Caribbean,"Pigeon peas, dry",33713.22222222222
134,1960-01-01,Caribbean,Pineapples,115496.66666666667
135,1960-01-01,Caribbean,Plantains and cooking bananas,806715.6666666666
136,1960-01-01,Caribbean,Plums and sloes,393.3333333333333
137,1960-01-01,Caribbean,Pomelos and grapefruits,102307.11111111111
138,1960-01-01,Caribbean,Potatoes,127644.55555555556
139,1960-01-01,Caribbean,"Pumpkins, squash and gourds",74273.66666666667
140,1960-01-01,Caribbean,Rice,386902.22222222225
141,1960-01-01,Caribbean,"Seed cotton, unginned",13917.111111111111
142,1960-01-01,Caribbean,Sesame seed,595.8888888888889
143,1960-01-01,Caribbean,"Sisal, raw",24353.222222222223
144,1960-01-01,Caribbean,Sorghum,210644.44444444444
145,1960-01-01,Caribbean,Soya bean oil,5536.533333333334
146,1960-01-01,Caribbean,Spinach,1456.3333333333333
147,1960-01-01,Caribbean,String beans,177.44444444444446
148,1960-01-01,Caribbean,Sugar cane,72895901.77777778
149,1960-01-01,Caribbean,Sweet potatoes,576688.8888888889
150,1960-01-01,Caribbean,"Tangerines, mandarins, clementines",23470.222222222223
151,1960-01-01,Caribbean,Taro,14929.888888888889
152,1960-01-01,Caribbean,Tomatoes,180021.0
153,1960-01-01,Caribbean,Unmanufactured tobacco,81035.11111111111
154,1960-01-01,Caribbean,"Vanilla, raw",2.6666666666666665
155,1960-01-01,Caribbean,Watermelons,1664.5555555555557
156,1960-01-01,Caribbean,Yams,243217.66666666666
157,1960-01-01,Caribbean,Yautia,74583.77777777778
158,1960-01-01,Central America,"Abaca, manila hemp, raw",892.0
159,1960-01-01,Central America,"Agave fibres, raw, n.e.c.",4321.666666666667
160,1960-01-01,Central America,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",98.88888888888889
161,1960-01-01,Central America,Apples,123708.0
162,1960-01-01,Central America,Apricots,6863.444444444444
163,1960-01-01,Central America,Asparagus,5244.444444444444
164,1960-01-01,Central America,Avocados,211308.44444444444
165,1960-01-01,Central America,Bananas,3468534.5555555555
166,1960-01-01,Central America,Barley,196011.88888888888
167,1960-01-01,Central America,"Beans, dry",1022234.4444444445
168,1960-01-01,Central America,"Broad beans and horse beans, dry",41428.77777777778
169,1960-01-01,Central America,"Broad beans and horse beans, green",1490.3333333333333
170,1960-01-01,Central America,Cabbages,56824.666666666664
171,1960-01-01,Central America,Canary seed,5111.666666666667
172,1960-01-01,Central America,Carrots and turnips,56455.555555555555
173,1960-01-01,Central America,"Cashew nuts, in shell",1588.888888888889
174,1960-01-01,Central America,"Cassava, fresh",116263.33333333333
175,1960-01-01,Central America,Castor oil seeds,6074.222222222223
176,1960-01-01,Central America,Cauliflowers and broccoli,5611.111111111111
177,1960-01-01,Central America,"Chick peas, dry",144456.55555555556
178,1960-01-01,Central America,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",20527.222222222223
179,1960-01-01,Central America,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",152689.11111111112
180,1960-01-01,Central America,Cocoa beans,37168.77777777778
181,1960-01-01,Central America,Coconut oil,111880.46888888889
182,1960-01-01,Central America,"Coconuts, in shell",1077025.3333333333
183,1960-01-01,Central America,"Coffee, green",533453.6666666666
184,1960-01-01,Central America,"Corn, all",9509279.777777778
185,1960-01-01,Central America,"Cotton lint, ginned",718883.4444444445
186,1960-01-01,Central America,Cotton seed,1208996.5555555555
187,1960-01-01,Central America,Cottonseed oil,160225.34999999998
188,1960-01-01,Central America,Cucumbers and gherkins,75631.33333333333
189,1960-01-01,Central America,Dates,6097.666666666667
190,1960-01-01,Central America,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",35384.666666666664
191,1960-01-01,Central America,Figs,7737.222222222223
192,1960-01-01,Central America,Grapes,95260.22222222222
193,1960-01-01,Central America,Green garlic,23944.11111111111
194,1960-01-01,Central America,Groundnut oil,1321.0244444444443
195,1960-01-01,Central America,"Groundnuts, excluding shelled",86999.0
196,1960-01-01,Central America,Lemons and limes,202837.77777777778
197,1960-01-01,Central America,"Lentils, dry",4915.666666666667
198,1960-01-01,Central America,Lettuce and chicory,16608.11111111111
199,1960-01-01,Central America,Linseed,14474.0
200,1960-01-01,Central America,"Mangoes, guavas and mangosteens",288922.55555555556
201,1960-01-01,Central America,Margarine and shortening,12033.944444444445
202,1960-01-01,Central America,Molasses,1025721.1111111111
203,1960-01-01,Central America,Natural honey,35319.555555555555
204,1960-01-01,Central America,"Nutmeg, mace, cardamoms, raw",586.75
205,1960-01-01,Central America,Oats,62748.11111111111
206,1960-01-01,Central America,Oil of linseed,4617.311111111111
207,1960-01-01,Central America,Oil of maize,2838.23
208,1960-01-01,Central America,Oil of palm kernel,16305.285555555556
209,1960-01-01,Central America,Oil of sesame seed,69313.21888888889
210,1960-01-01,Central America,Oil palm fruit,314962.77777777775
211,1960-01-01,Central America,Okra,1333.3333333333333
212,1960-01-01,Central America,Olive oil,901.6666666666666
213,1960-01-01,Central America,Olives,8744.888888888889
214,1960-01-01,Central America,"Onions and shallots, dry (excluding dehydrated)",140881.22222222222
215,1960-01-01,Central America,Oranges,1463186.2222222222
216,1960-01-01,Central America,Palm kernels,28621.777777777777
217,1960-01-01,Central America,Palm oil,32467.0
218,1960-01-01,Central America,Papayas,96190.44444444444
219,1960-01-01,Central America,Peaches and nectarines,75733.0
220,1960-01-01,Central America,Pears,32263.555555555555
221,1960-01-01,Central America,"Peas, dry",4540.333333333333
222,1960-01-01,Central America,"Peas, green",16127.666666666666
223,1960-01-01,Central America,"Pepper (Piper spp.), raw",604.4444444444445
224,1960-01-01,Central America,"Pigeon peas, dry",1322.2222222222222
225,1960-01-01,Central America,Pineapples,299399.44444444444
226,1960-01-01,Central America,Plantains and cooking bananas,302029.1111111111
227,1960-01-01,Central America,Plums and sloes,69934.66666666667
228,1960-01-01,Central America,Pomelos and grapefruits,21060.333333333332
229,1960-01-01,Central America,Potatoes,439750.3333333333
230,1960-01-01,Central America,"Pumpkins, squash and gourds",115555.55555555556
231,1960-01-01,Central America,Quinces,19636.777777777777
232,1960-01-01,Central America,Rape or colza seed,3888.8888888888887
233,1960-01-01,Central America,"Rapeseed or canola oil, crude",1346.4833333333333
234,1960-01-01,Central America,Rice,692901.6666666666
235,1960-01-01,Central America,Safflower seed,106490.0
236,1960-01-01,Central America,"Safflower-seed oil, crude",27504.11111111111
237,1960-01-01,Central America,"Seed cotton, unginned",1976130.5555555555
238,1960-01-01,Central America,Sesame seed,173482.11111111112
239,1960-01-01,Central America,"Sisal, raw",154885.55555555556
240,1960-01-01,Central America,Sorghum,1345206.6666666667
241,1960-01-01,Central America,Soya bean oil,7939.654444444444
242,1960-01-01,Central America,Soya beans,115446.77777777778
243,1960-01-01,Central America,Strawberries,82494.77777777778
244,1960-01-01,Central America,Sugar cane,36228466.0
245,1960-01-01,Central America,Sweet potatoes,127050.0
246,1960-01-01,Central America,Tallow,23269.85111111111
247,1960-01-01,Central America,"Tangerines, mandarins, clementines",87400.0
248,1960-01-01,Central America,Tomatoes,676019.2222222222
249,1960-01-01,Central America,Unmanufactured tobacco,73104.22222222222
250,1960-01-01,Central America,"Vanilla, raw",109.22222222222223
251,1960-01-01,Central America,"Walnuts, in shell",4480.0
252,1960-01-01,Central America,Watermelons,305527.1111111111
253,1960-01-01,Central America,Wheat,1930770.2222222222
254,1960-01-01,Central America,Wine,37350.33555555556
255,1960-01-01,Central America,Yams,12222.222222222223
256,1960-01-01,Central America,Yautia,5088.888888888889
257,1960-01-01,Eastern Africa,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",930.0
258,1960-01-01,Eastern Africa,Apples,10611.111111111111
259,1960-01-01,Eastern Africa,Apricots,410.0
260,1960-01-01,Eastern Africa,Avocados,16022.777777777777
261,1960-01-01,Eastern Africa,Bananas,2324923.0
262,1960-01-01,Eastern Africa,Barley,801920.5555555555
263,1960-01-01,Eastern Africa,"Beans, dry",803385.7777777778
264,1960-01-01,Eastern Africa,"Broad beans and horse beans, dry",250555.55555555556
265,1960-01-01,Eastern Africa,Cabbages,41138.666666666664
266,1960-01-01,Eastern Africa,Carrots and turnips,4495.111111111111
267,1960-01-01,Eastern Africa,"Cashew nuts, in shell",219822.22222222222
268,1960-01-01,Eastern Africa,Cashewapple,44333.333333333336
269,1960-01-01,Eastern Africa,"Cassava, fresh",9529683.777777778
270,1960-01-01,Eastern Africa,Castor oil seeds,33155.555555555555
271,1960-01-01,Eastern Africa,Cauliflowers and broccoli,1565.5555555555557
272,1960-01-01,Eastern Africa,Cereals n.e.c.,1243255.5555555555
273,1960-01-01,Eastern Africa,"Chick peas, dry",138122.44444444444
274,1960-01-01,Eastern Africa,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",101997.55555555556
275,1960-01-01,Eastern Africa,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",362.22222222222223
276,1960-01-01,Eastern Africa,"Cinnamon and cinnamon-tree flowers, raw",2171.6666666666665
277,1960-01-01,Eastern Africa,"Cloves (whole stems), raw",18035.333333333332
278,1960-01-01,Eastern Africa,Cocoa beans,1008.3333333333334
279,1960-01-01,Eastern Africa,Coconut oil,24898.446666666667
280,1960-01-01,Eastern Africa,"Coconuts, in shell",840644.8888888889
281,1960-01-01,Eastern Africa,"Coffee, green",486837.6666666667
282,1960-01-01,Eastern Africa,"Corn, all",6531449.0
283,1960-01-01,Eastern Africa,"Cotton lint, ginned",196726.22222222222
284,1960-01-01,Eastern Africa,Cotton seed,402253.4555555556
285,1960-01-01,Eastern Africa,Cottonseed oil,43495.97777777778
286,1960-01-01,Eastern Africa,"Cow peas, dry",94433.88888888889
287,1960-01-01,Eastern Africa,Cucumbers and gherkins,2278.222222222222
288,1960-01-01,Eastern Africa,Dates,5688.888888888889
289,1960-01-01,Eastern Africa,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",447744.44444444444
290,1960-01-01,Eastern Africa,Grapes,2939.8888888888887
291,1960-01-01,Eastern Africa,Green garlic,1006.5555555555555
292,1960-01-01,Eastern Africa,Groundnut oil,41735.34333333334
293,1960-01-01,Eastern Africa,"Groundnuts, excluding shelled",689699.0
294,1960-01-01,Eastern Africa,"Jute, raw or retted",1000.0
295,1960-01-01,Eastern Africa,Lemons and limes,12029.444444444445
296,1960-01-01,Eastern Africa,"Lentils, dry",41444.444444444445
297,1960-01-01,Eastern Africa,Lettuce and chicory,803.3333333333334
298,1960-01-01,Eastern Africa,Linseed,55395.555555555555
299,1960-01-01,Eastern Africa,"Mangoes, guavas and mangosteens",255281.77777777778
300,1960-01-01,Eastern Africa,Margarine and shortening,4382.013333333333
301,1960-01-01,Eastern Africa,Melonseed,44111.11111111111
302,1960-01-01,Eastern Africa,Millet,1249875.111111111
303,1960-01-01,Eastern Africa,Molasses,496688.2388888889
304,1960-01-01,Eastern Africa,Natural honey,37610.88888888889
305,1960-01-01,Eastern Africa,"Nutmeg, mace, cardamoms, raw",209.44444444444446
306,1960-01-01,Eastern Africa,Oats,7224.777777777777
307,1960-01-01,Eastern Africa,Oil of linseed,10209.203333333331
308,1960-01-01,Eastern Africa,Oil of maize,6842.253333333333
309,1960-01-01,Eastern Africa,Oil of palm kernel,395.1666666666667
310,1960-01-01,Eastern Africa,Oil of sesame seed,4956.32
311,1960-01-01,Eastern Africa,Oil palm fruit,18666.666666666668
312,1960-01-01,Eastern Africa,"Onions and shallots, dry (excluding dehydrated)",79891.44444444444
313,1960-01-01,Eastern Africa,"Onions and shallots, green",10170.444444444445
314,1960-01-01,Eastern Africa,Oranges,69717.77777777778
315,1960-01-01,Eastern Africa,Palm kernels,1913.0
316,1960-01-01,Eastern Africa,Palm oil,2038.111111111111
317,1960-01-01,Eastern Africa,Papayas,51000.0
318,1960-01-01,Eastern Africa,Peaches and nectarines,3800.0
319,1960-01-01,Eastern Africa,Pears,243.33333333333334
320,1960-01-01,Eastern Africa,"Peas, dry",204665.66666666666
321,1960-01-01,Eastern Africa,"Peas, green",619.4444444444445
322,1960-01-01,Eastern Africa,"Pepper (Piper spp.), raw",3075.5555555555557
323,1960-01-01,Eastern Africa,"Pigeon peas, dry",98970.77777777778
324,1960-01-01,Eastern Africa,Pineapples,90251.66666666667
325,1960-01-01,Eastern Africa,Plantains and cooking bananas,5996008.777777778
326,1960-01-01,Eastern Africa,Plums and sloes,2666.6666666666665
327,1960-01-01,Eastern Africa,Pomelos and grapefruits,22727.777777777777
328,1960-01-01,Eastern Africa,Potatoes,886535.1111111111
329,1960-01-01,Eastern Africa,"Pumpkins, squash and gourds",47725.22222222222
330,1960-01-01,Eastern Africa,"Pyrethrum, dried flowers",12619.888888888889
331,1960-01-01,Eastern Africa,Rape or colza seed,20000.0
332,1960-01-01,Eastern Africa,"Rapeseed or canola oil, crude",5819.093333333333
333,1960-01-01,Eastern Africa,Rice,1893784.0
334,1960-01-01,Eastern Africa,Safflower seed,28644.444444444445
335,1960-01-01,Eastern Africa,"Safflower-seed oil, crude",3180.8333333333335
336,1960-01-01,Eastern Africa,"Seed cotton, unginned",609538.7777777778
337,1960-01-01,Eastern Africa,Sesame seed,95404.77777777778
338,1960-01-01,Eastern Africa,"Sisal, raw",333875.22222222225
339,1960-01-01,Eastern Africa,Sorghum,2156581.111111111
340,1960-01-01,Eastern Africa,Soya beans,12830.222222222223
341,1960-01-01,Eastern Africa,Sugar cane,15485168.888888888
342,1960-01-01,Eastern Africa,Sunflower seed,20235.555555555555
343,1960-01-01,Eastern Africa,"Sunflower-seed oil, crude",1218.6477777777777
344,1960-01-01,Eastern Africa,Sweet potatoes,2270278.3333333335
345,1960-01-01,Eastern Africa,Tallow,3663.487777777778
346,1960-01-01,Eastern Africa,"Tangerines, mandarins, clementines",10966.666666666666
347,1960-01-01,Eastern Africa,Taro,203026.44444444444
348,1960-01-01,Eastern Africa,Tea leaves,68811.88888888889
349,1960-01-01,Eastern Africa,Tomatoes,148276.22222222222
350,1960-01-01,Eastern Africa,Tung nuts,11067.111111111111
351,1960-01-01,Eastern Africa,Unmanufactured tobacco,146159.22222222222
352,1960-01-01,Eastern Africa,"Vanilla, raw",1273.2222222222222
353,1960-01-01,Eastern Africa,Vetches,20777.777777777777
354,1960-01-01,Eastern Africa,Watermelons,5.888888888888889
355,1960-01-01,Eastern Africa,Wheat,912520.8888888889
356,1960-01-01,Eastern Africa,Wine,1497.2755555555555
357,1960-01-01,Eastern Africa,Yams,242173.88888888888
358,1960-01-01,Eastern Asia,"Almonds, in shell",6955.555555555556
359,1960-01-01,Eastern Asia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",3522.222222222222
360,1960-01-01,Eastern Asia,Apples,1792996.2222222222
361,1960-01-01,Eastern Asia,Apricots,10120.666666666666
362,1960-01-01,Eastern Asia,Areca nuts,6857.777777777777
363,1960-01-01,Eastern Asia,Asparagus,974242.6666666666
364,1960-01-01,Eastern Asia,Bananas,479927.1111111111
365,1960-01-01,Eastern Asia,Barley,7161765.0
366,1960-01-01,Eastern Asia,"Beans, dry",2541750.888888889
367,1960-01-01,Eastern Asia,"Broad beans and horse beans, dry",3268690.0
368,1960-01-01,Eastern Asia,"Broad beans and horse beans, green",46833.333333333336
369,1960-01-01,Eastern Asia,Buckwheat,1604736.3333333333
370,1960-01-01,Eastern Asia,Cabbages,7581762.333333333
371,1960-01-01,Eastern Asia,Carrots and turnips,1063636.2222222222
372,1960-01-01,Eastern Asia,"Cashew nuts, in shell",2572.222222222222
373,1960-01-01,Eastern Asia,"Cassava, fresh",1398203.4444444445
374,1960-01-01,Eastern Asia,Castor oil seeds,79428.33333333333
375,1960-01-01,Eastern Asia,Cauliflowers and broccoli,468060.0
376,1960-01-01,Eastern Asia,Cereals n.e.c.,7633.333333333333
377,1960-01-01,Eastern Asia,Cherries,7916.666666666667
378,1960-01-01,Eastern Asia,"Chestnuts, in shell",173218.0
379,1960-01-01,Eastern Asia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",78777.77777777778
380,1960-01-01,Eastern Asia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2325578.4444444445
381,1960-01-01,Eastern Asia,"Cinnamon and cinnamon-tree flowers, raw",3200.0
382,1960-01-01,Eastern Asia,Coconut oil,66676.39333333334
383,1960-01-01,Eastern Asia,"Coconuts, in shell",46111.11111111111
384,1960-01-01,Eastern Asia,"Coffee, green",2713.6666666666665
385,1960-01-01,Eastern Asia,"Corn, all",26132724.444444444
386,1960-01-01,Eastern Asia,"Cotton lint, ginned",1745812.7777777778
387,1960-01-01,Eastern Asia,Cotton seed,3491624.0
388,1960-01-01,Eastern Asia,Cottonseed oil,283765.5911111111
389,1960-01-01,Eastern Asia,"Cow peas, dry",11054.444444444445
390,1960-01-01,Eastern Asia,Cucumbers and gherkins,4990760.0
391,1960-01-01,Eastern Asia,Dates,4611.111111111111
392,1960-01-01,Eastern Asia,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",94515.55555555556
393,1960-01-01,Eastern Asia,"Flax, processed but not spun",67028.55555555556
394,1960-01-01,Eastern Asia,"Ginger, raw",15351.111111111111
395,1960-01-01,Eastern Asia,Grapes,333780.8888888889
396,1960-01-01,Eastern Asia,Green garlic,2544870.3333333335
397,1960-01-01,Eastern Asia,Groundnut oil,243969.84666666668
398,1960-01-01,Eastern Asia,"Groundnuts, excluding shelled",1972316.7777777778
399,1960-01-01,Eastern Asia,"Hazelnuts, in shell",2972.222222222222
400,1960-01-01,Eastern Asia,Hempseed,40000.0
401,1960-01-01,Eastern Asia,Hop cones,4625.0
402,1960-01-01,Eastern Asia,"Jute, raw or retted",77941.66666666667
403,1960-01-01,Eastern Asia,Lemons and limes,7132.666666666667
404,1960-01-01,Eastern Asia,Lettuce and chicory,1584132.111111111
405,1960-01-01,Eastern Asia,Linseed,26411.11111111111
406,1960-01-01,Eastern Asia,"Mangoes, guavas and mangosteens",187846.66666666666
407,1960-01-01,Eastern Asia,Margarine and shortening,135157.80333333334
408,1960-01-01,Eastern Asia,Millet,7697203.222222222
409,1960-01-01,Eastern Asia,Molasses,742000.0
410,1960-01-01,Eastern Asia,Mushrooms and truffles,410444.8888888889
411,1960-01-01,Eastern Asia,Natural honey,70656.55555555556
412,1960-01-01,Eastern Asia,Oats,1260822.2222222222
413,1960-01-01,Eastern Asia,Oil of linseed,45753.515555555554
414,1960-01-01,Eastern Asia,Oil of maize,17774.36333333333
415,1960-01-01,Eastern Asia,Oil of palm kernel,18972.0
416,1960-01-01,Eastern Asia,Oil of sesame seed,97310.12222222221
417,1960-01-01,Eastern Asia,Oil palm fruit,173333.33333333334
418,1960-01-01,Eastern Asia,Olives,2013.7777777777778
