,Area,Year,Item,Element Code,Unit,value
221,Africa,1961-01-01,Oil palm fruit,5312,ha,3444970.0
222,Africa,1961-01-01,Oil palm fruit,5419,hg/ha,33432.0
223,Africa,1961-01-01,Oil palm fruit,5510,tonnes,11517127.0
616,Africa,1962-01-01,Oil palm fruit,5312,ha,3237470.0
617,Africa,1962-01-01,Oil palm fruit,5419,hg/ha,34050.0
618,Africa,1962-01-01,Oil palm fruit,5510,tonnes,11023448.0
1011,Africa,1963-01-01,Oil palm fruit,5312,ha,3325700.0
1012,Africa,1963-01-01,Oil palm fruit,5419,hg/ha,33974.0
1013,Africa,1963-01-01,Oil palm fruit,5510,tonnes,11298880.0
1406,Africa,1964-01-01,Oil palm fruit,5312,ha,3333700.0
1407,Africa,1964-01-01,Oil palm fruit,5419,hg/ha,33669.0
1408,Africa,1964-01-01,Oil palm fruit,5510,tonnes,11224239.0
1801,Africa,1965-01-01,Oil palm fruit,5312,ha,3394650.0
1802,Africa,1965-01-01,Oil palm fruit,5419,hg/ha,33127.0
1803,Africa,1965-01-01,Oil palm fruit,5510,tonnes,11245500.0
2196,Africa,1966-01-01,Oil palm fruit,5312,ha,3286350.0
2197,Africa,1966-01-01,Oil palm fruit,5419,hg/ha,33003.0
2198,Africa,1966-01-01,Oil palm fruit,5510,tonnes,10845900.0
2591,Africa,1967-01-01,Oil palm fruit,5312,ha,2827170.0
2592,Africa,1967-01-01,Oil palm fruit,5419,hg/ha,35563.0
2593,Africa,1967-01-01,Oil palm fruit,5510,tonnes,10054375.0
2986,Africa,1968-01-01,Oil palm fruit,5312,ha,2886250.0
2987,Africa,1968-01-01,Oil palm fruit,5419,hg/ha,36081.0
2988,Africa,1968-01-01,Oil palm fruit,5510,tonnes,10413967.0
3381,Africa,1969-01-01,Oil palm fruit,5312,ha,2989650.0
3382,Africa,1969-01-01,Oil palm fruit,5419,hg/ha,35710.0
3383,Africa,1969-01-01,Oil palm fruit,5510,tonnes,10676092.0
3776,Africa,1970-01-01,Oil palm fruit,5312,ha,2931900.0
3777,Africa,1970-01-01,Oil palm fruit,5419,hg/ha,36044.0
3778,Africa,1970-01-01,Oil palm fruit,5510,tonnes,10567645.0
4174,Africa,1971-01-01,Oil palm fruit,5312,ha,2933050.0
4175,Africa,1971-01-01,Oil palm fruit,5419,hg/ha,36149.0
4176,Africa,1971-01-01,Oil palm fruit,5510,tonnes,10602773.0
4573,Africa,1972-01-01,Oil palm fruit,5312,ha,2776410.0
4574,Africa,1972-01-01,Oil palm fruit,5419,hg/ha,37114.0
4575,Africa,1972-01-01,Oil palm fruit,5510,tonnes,10304501.0
4972,Africa,1973-01-01,Oil palm fruit,5312,ha,2786658.0
4973,Africa,1973-01-01,Oil palm fruit,5419,hg/ha,36963.0
4974,Africa,1973-01-01,Oil palm fruit,5510,tonnes,10300219.0
5371,Africa,1974-01-01,Oil palm fruit,5312,ha,2964202.0
5372,Africa,1974-01-01,Oil palm fruit,5419,hg/ha,37368.0
5373,Africa,1974-01-01,Oil palm fruit,5510,tonnes,11076563.0
5769,Africa,1975-01-01,Oil palm fruit,5312,ha,2918437.0
5770,Africa,1975-01-01,Oil palm fruit,5419,hg/ha,37814.0
5771,Africa,1975-01-01,Oil palm fruit,5510,tonnes,11035635.0
6168,Africa,1976-01-01,Oil palm fruit,5312,ha,2903133.0
6169,Africa,1976-01-01,Oil palm fruit,5419,hg/ha,37375.0
6170,Africa,1976-01-01,Oil palm fruit,5510,tonnes,10850500.0
6567,Africa,1977-01-01,Oil palm fruit,5312,ha,2948657.0
6568,Africa,1977-01-01,Oil palm fruit,5419,hg/ha,36169.0
6569,Africa,1977-01-01,Oil palm fruit,5510,tonnes,10664874.0
6966,Africa,1978-01-01,Oil palm fruit,5312,ha,2812362.0
6967,Africa,1978-01-01,Oil palm fruit,5419,hg/ha,37754.0
6968,Africa,1978-01-01,Oil palm fruit,5510,tonnes,10617807.0
7365,Africa,1979-01-01,Oil palm fruit,5312,ha,3150373.0
7366,Africa,1979-01-01,Oil palm fruit,5419,hg/ha,35969.0
7367,Africa,1979-01-01,Oil palm fruit,5510,tonnes,11331519.0
7764,Africa,1980-01-01,Oil palm fruit,5312,ha,3145234.0
7765,Africa,1980-01-01,Oil palm fruit,5419,hg/ha,36644.0
7766,Africa,1980-01-01,Oil palm fruit,5510,tonnes,11525360.0
8163,Africa,1981-01-01,Oil palm fruit,5312,ha,2841171.0
8164,Africa,1981-01-01,Oil palm fruit,5419,hg/ha,36893.0
8165,Africa,1981-01-01,Oil palm fruit,5510,tonnes,10481833.0
8562,Africa,1982-01-01,Oil palm fruit,5312,ha,2856176.0
8563,Africa,1982-01-01,Oil palm fruit,5419,hg/ha,37106.0
8564,Africa,1982-01-01,Oil palm fruit,5510,tonnes,10598236.0
8961,Africa,1983-01-01,Oil palm fruit,5312,ha,2746172.0
8962,Africa,1983-01-01,Oil palm fruit,5419,hg/ha,36980.0
8963,Africa,1983-01-01,Oil palm fruit,5510,tonnes,10155303.0
9360,Africa,1984-01-01,Oil palm fruit,5312,ha,3043621.0
9361,Africa,1984-01-01,Oil palm fruit,5419,hg/ha,36127.0
9362,Africa,1984-01-01,Oil palm fruit,5510,tonnes,10995579.0
9762,Africa,1985-01-01,Oil palm fruit,5312,ha,3015208.0
9763,Africa,1985-01-01,Oil palm fruit,5419,hg/ha,36477.0
9764,Africa,1985-01-01,Oil palm fruit,5510,tonnes,10998667.0
10170,Africa,1986-01-01,Oil palm fruit,5312,ha,3046353.0
10171,Africa,1986-01-01,Oil palm fruit,5419,hg/ha,37477.0
10172,Africa,1986-01-01,Oil palm fruit,5510,tonnes,11416703.0
10582,Africa,1987-01-01,Oil palm fruit,5312,ha,3129142.0
10583,Africa,1987-01-01,Oil palm fruit,5419,hg/ha,37046.0
10584,Africa,1987-01-01,Oil palm fruit,5510,tonnes,11592104.0
10995,Africa,1988-01-01,Oil palm fruit,5312,ha,3110078.0
10996,Africa,1988-01-01,Oil palm fruit,5419,hg/ha,36960.0
10997,Africa,1988-01-01,Oil palm fruit,5510,tonnes,11494766.0
11418,Africa,1989-01-01,Oil palm fruit,5312,ha,3159323.0
11419,Africa,1989-01-01,Oil palm fruit,5419,hg/ha,38112.0
11420,Africa,1989-01-01,Oil palm fruit,5510,tonnes,12040838.0
11851,Africa,1990-01-01,Oil palm fruit,5312,ha,3222002.0
11852,Africa,1990-01-01,Oil palm fruit,5419,hg/ha,38488.0
11853,Africa,1990-01-01,Oil palm fruit,5510,tonnes,12400790.0
12300,Africa,1991-01-01,Oil palm fruit,5312,ha,3394830.0
12301,Africa,1991-01-01,Oil palm fruit,5419,hg/ha,37363.0
12302,Africa,1991-01-01,Oil palm fruit,5510,tonnes,12684179.0
12751,Africa,1992-01-01,Oil palm fruit,5312,ha,3528345.0
12752,Africa,1992-01-01,Oil palm fruit,5419,hg/ha,37023.0
12753,Africa,1992-01-01,Oil palm fruit,5510,tonnes,13062840.0
13201,Africa,1993-01-01,Oil palm fruit,5312,ha,3683773.0
13202,Africa,1993-01-01,Oil palm fruit,5419,hg/ha,37056.0
13203,Africa,1993-01-01,Oil palm fruit,5510,tonnes,13650720.0
13654,Africa,1994-01-01,Oil palm fruit,5312,ha,3741006.0
13655,Africa,1994-01-01,Oil palm fruit,5419,hg/ha,36817.0
13656,Africa,1994-01-01,Oil palm fruit,5510,tonnes,13773197.0
14107,Africa,1995-01-01,Oil palm fruit,5312,ha,3941291.0
14108,Africa,1995-01-01,Oil palm fruit,5419,hg/ha,36573.0
14109,Africa,1995-01-01,Oil palm fruit,5510,tonnes,14414630.0
14560,Africa,1996-01-01,Oil palm fruit,5312,ha,3977150.0
14561,Africa,1996-01-01,Oil palm fruit,5419,hg/ha,36986.0
14562,Africa,1996-01-01,Oil palm fruit,5510,tonnes,14709729.0
15014,Africa,1997-01-01,Oil palm fruit,5312,ha,3967387.0
15015,Africa,1997-01-01,Oil palm fruit,5419,hg/ha,35826.0
15016,Africa,1997-01-01,Oil palm fruit,5510,tonnes,14213662.76
15468,Africa,1998-01-01,Oil palm fruit,5312,ha,3977305.0
15469,Africa,1998-01-01,Oil palm fruit,5419,hg/ha,36653.0
15470,Africa,1998-01-01,Oil palm fruit,5510,tonnes,14578185.7
15922,Africa,1999-01-01,Oil palm fruit,5312,ha,4030819.0
15923,Africa,1999-01-01,Oil palm fruit,5419,hg/ha,36918.0
15924,Africa,1999-01-01,Oil palm fruit,5510,tonnes,14880814.02
16379,Africa,2000-01-01,Oil palm fruit,5312,ha,4115624.0
16380,Africa,2000-01-01,Oil palm fruit,5419,hg/ha,36417.0
16381,Africa,2000-01-01,Oil palm fruit,5510,tonnes,14987799.98
16836,Africa,2001-01-01,Oil palm fruit,5312,ha,4217847.0
16837,Africa,2001-01-01,Oil palm fruit,5419,hg/ha,36054.0
16838,Africa,2001-01-01,Oil palm fruit,5510,tonnes,15206825.67
17293,Africa,2002-01-01,Oil palm fruit,5312,ha,4224024.0
17294,Africa,2002-01-01,Oil palm fruit,5419,hg/ha,36391.0
17295,Africa,2002-01-01,Oil palm fruit,5510,tonnes,15371837.14
17750,Africa,2003-01-01,Oil palm fruit,5312,ha,4397062.0
17751,Africa,2003-01-01,Oil palm fruit,5419,hg/ha,36401.0
17752,Africa,2003-01-01,Oil palm fruit,5510,tonnes,16005594.43
18207,Africa,2004-01-01,Oil palm fruit,5312,ha,4533183.0
18208,Africa,2004-01-01,Oil palm fruit,5419,hg/ha,37027.0
18209,Africa,2004-01-01,Oil palm fruit,5510,tonnes,16785001.45
18664,Africa,2005-01-01,Oil palm fruit,5312,ha,4585128.0
18665,Africa,2005-01-01,Oil palm fruit,5419,hg/ha,36842.0
18666,Africa,2005-01-01,Oil palm fruit,5510,tonnes,16892339.11
19121,Africa,2006-01-01,Oil palm fruit,5312,ha,4354390.0
19122,Africa,2006-01-01,Oil palm fruit,5419,hg/ha,39015.0
19123,Africa,2006-01-01,Oil palm fruit,5510,tonnes,16988813.9
19578,Africa,2007-01-01,Oil palm fruit,5312,ha,4389610.0
19579,Africa,2007-01-01,Oil palm fruit,5419,hg/ha,38603.0
19580,Africa,2007-01-01,Oil palm fruit,5510,tonnes,16945094.83
20036,Africa,2008-01-01,Oil palm fruit,5312,ha,4503903.0
20037,Africa,2008-01-01,Oil palm fruit,5419,hg/ha,38348.0
20038,Africa,2008-01-01,Oil palm fruit,5510,tonnes,17271676.96
20494,Africa,2009-01-01,Oil palm fruit,5312,ha,4578500.0
20495,Africa,2009-01-01,Oil palm fruit,5419,hg/ha,39345.0
20496,Africa,2009-01-01,Oil palm fruit,5510,tonnes,18014154.0
20953,Africa,2010-01-01,Oil palm fruit,5312,ha,4615674.0
20954,Africa,2010-01-01,Oil palm fruit,5419,hg/ha,38785.0
20955,Africa,2010-01-01,Oil palm fruit,5510,tonnes,17901665.0
21414,Africa,2011-01-01,Oil palm fruit,5312,ha,4622571.0
21415,Africa,2011-01-01,Oil palm fruit,5419,hg/ha,38637.0
21416,Africa,2011-01-01,Oil palm fruit,5510,tonnes,17860103.33
21872,Africa,2012-01-01,Oil palm fruit,5312,ha,4770118.0
21873,Africa,2012-01-01,Oil palm fruit,5419,hg/ha,39116.0
21874,Africa,2012-01-01,Oil palm fruit,5510,tonnes,18658979.22
22330,Africa,2013-01-01,Oil palm fruit,5312,ha,4522475.0
22331,Africa,2013-01-01,Oil palm fruit,5419,hg/ha,42064.0
22332,Africa,2013-01-01,Oil palm fruit,5510,tonnes,19023553.88
22788,Africa,2014-01-01,Oil palm fruit,5312,ha,4678157.0
22789,Africa,2014-01-01,Oil palm fruit,5419,hg/ha,41677.0
22790,Africa,2014-01-01,Oil palm fruit,5510,tonnes,19497129.54
23245,Africa,2015-01-01,Oil palm fruit,5312,ha,4816046.0
23246,Africa,2015-01-01,Oil palm fruit,5419,hg/ha,41011.0
23247,Africa,2015-01-01,Oil palm fruit,5510,tonnes,19750960.27
23702,Africa,2016-01-01,Oil palm fruit,5312,ha,4975153.0
23703,Africa,2016-01-01,Oil palm fruit,5419,hg/ha,41055.0
23704,Africa,2016-01-01,Oil palm fruit,5510,tonnes,20425556.21
24159,Africa,2017-01-01,Oil palm fruit,5312,ha,5283456.0
24160,Africa,2017-01-01,Oil palm fruit,5419,hg/ha,40614.0
24161,Africa,2017-01-01,Oil palm fruit,5510,tonnes,21458363.45
24616,Africa,2018-01-01,Oil palm fruit,5312,ha,5476427.0
24617,Africa,2018-01-01,Oil palm fruit,5419,hg/ha,40204.0
24618,Africa,2018-01-01,Oil palm fruit,5510,tonnes,22017347.11
25073,Africa,2019-01-01,Oil palm fruit,5312,ha,5614081.0
25074,Africa,2019-01-01,Oil palm fruit,5419,hg/ha,40241.0
25075,Africa,2019-01-01,Oil palm fruit,5510,tonnes,22591452.66
25530,Africa,2020-01-01,Oil palm fruit,5312,ha,5729456.0
25531,Africa,2020-01-01,Oil palm fruit,5419,hg/ha,39929.0
25532,Africa,2020-01-01,Oil palm fruit,5510,tonnes,22877341.09
25972,Africa,2021-01-01,Oil palm fruit,5312,ha,5743349.0
25973,Africa,2021-01-01,Oil palm fruit,5419,hg/ha,40285.0
25974,Africa,2021-01-01,Oil palm fruit,5510,tonnes,23136976.74
26373,Americas,1961-01-01,Oil palm fruit,5312,ha,61610.0
26374,Americas,1961-01-01,Oil palm fruit,5419,hg/ha,90346.0
26375,Americas,1961-01-01,Oil palm fruit,5510,tonnes,556623.0
26788,Americas,1962-01-01,Oil palm fruit,5312,ha,67612.0
26789,Americas,1962-01-01,Oil palm fruit,5419,hg/ha,93107.0
26790,Americas,1962-01-01,Oil palm fruit,5510,tonnes,629518.0
27203,Americas,1963-01-01,Oil palm fruit,5312,ha,66702.0
27204,Americas,1963-01-01,Oil palm fruit,5419,hg/ha,89398.0
27205,Americas,1963-01-01,Oil palm fruit,5510,tonnes,596301.0
27618,Americas,1964-01-01,Oil palm fruit,5312,ha,73070.0
27619,Americas,1964-01-01,Oil palm fruit,5419,hg/ha,90131.0
27620,Americas,1964-01-01,Oil palm fruit,5510,tonnes,658584.0
28033,Americas,1965-01-01,Oil palm fruit,5312,ha,82580.0
28034,Americas,1965-01-01,Oil palm fruit,5419,hg/ha,88581.0
28035,Americas,1965-01-01,Oil palm fruit,5510,tonnes,731506.0
28448,Americas,1966-01-01,Oil palm fruit,5312,ha,83615.0
28449,Americas,1966-01-01,Oil palm fruit,5419,hg/ha,90187.0
28450,Americas,1966-01-01,Oil palm fruit,5510,tonnes,754099.0
28863,Americas,1967-01-01,Oil palm fruit,5312,ha,90020.0
28864,Americas,1967-01-01,Oil palm fruit,5419,hg/ha,89390.0
28865,Americas,1967-01-01,Oil palm fruit,5510,tonnes,804693.0
29278,Americas,1968-01-01,Oil palm fruit,5312,ha,108619.0
29279,Americas,1968-01-01,Oil palm fruit,5419,hg/ha,89586.0
29280,Americas,1968-01-01,Oil palm fruit,5510,tonnes,973072.0
29693,Americas,1969-01-01,Oil palm fruit,5312,ha,89022.0
29694,Americas,1969-01-01,Oil palm fruit,5419,hg/ha,92367.0
29695,Americas,1969-01-01,Oil palm fruit,5510,tonnes,822269.0
30108,Americas,1970-01-01,Oil palm fruit,5312,ha,79067.0
30109,Americas,1970-01-01,Oil palm fruit,5419,hg/ha,95374.0
30110,Americas,1970-01-01,Oil palm fruit,5510,tonnes,754097.0
30523,Americas,1971-01-01,Oil palm fruit,5312,ha,97139.0
30524,Americas,1971-01-01,Oil palm fruit,5419,hg/ha,93408.0
30525,Americas,1971-01-01,Oil palm fruit,5510,tonnes,907354.0
30940,Americas,1972-01-01,Oil palm fruit,5312,ha,94052.0
30941,Americas,1972-01-01,Oil palm fruit,5419,hg/ha,90583.0
30942,Americas,1972-01-01,Oil palm fruit,5510,tonnes,851947.0
31357,Americas,1973-01-01,Oil palm fruit,5312,ha,89228.0
31358,Americas,1973-01-01,Oil palm fruit,5419,hg/ha,95757.0
31359,Americas,1973-01-01,Oil palm fruit,5510,tonnes,854418.0
31773,Americas,1974-01-01,Oil palm fruit,5312,ha,85258.0
31774,Americas,1974-01-01,Oil palm fruit,5419,hg/ha,103266.0
31775,Americas,1974-01-01,Oil palm fruit,5510,tonnes,880425.0
32189,Americas,1975-01-01,Oil palm fruit,5312,ha,75351.0
32190,Americas,1975-01-01,Oil palm fruit,5419,hg/ha,104588.0
32191,Americas,1975-01-01,Oil palm fruit,5510,tonnes,788083.0
32605,Americas,1976-01-01,Oil palm fruit,5312,ha,86013.0
32606,Americas,1976-01-01,Oil palm fruit,5419,hg/ha,99963.0
32607,Americas,1976-01-01,Oil palm fruit,5510,tonnes,859811.0
33021,Americas,1977-01-01,Oil palm fruit,5312,ha,90452.0
33022,Americas,1977-01-01,Oil palm fruit,5419,hg/ha,106815.0
33023,Americas,1977-01-01,Oil palm fruit,5510,tonnes,966166.0
33440,Americas,1978-01-01,Oil palm fruit,5312,ha,99252.0
33441,Americas,1978-01-01,Oil palm fruit,5419,hg/ha,99025.0
33442,Americas,1978-01-01,Oil palm fruit,5510,tonnes,982843.0
33859,Americas,1979-01-01,Oil palm fruit,5312,ha,106514.0
33860,Americas,1979-01-01,Oil palm fruit,5419,hg/ha,104915.0
33861,Americas,1979-01-01,Oil palm fruit,5510,tonnes,1117495.0
34285,Americas,1980-01-01,Oil palm fruit,5312,ha,118535.0
34286,Americas,1980-01-01,Oil palm fruit,5419,hg/ha,106500.0
34287,Americas,1980-01-01,Oil palm fruit,5510,tonnes,1262397.0
34717,Americas,1981-01-01,Oil palm fruit,5312,ha,117782.0
34718,Americas,1981-01-01,Oil palm fruit,5419,hg/ha,113338.0
34719,Americas,1981-01-01,Oil palm fruit,5510,tonnes,1334918.0
35152,Americas,1982-01-01,Oil palm fruit,5312,ha,138384.0
35153,Americas,1982-01-01,Oil palm fruit,5419,hg/ha,116524.0
35154,Americas,1982-01-01,Oil palm fruit,5510,tonnes,1612500.0
35585,Americas,1983-01-01,Oil palm fruit,5312,ha,136610.0
35586,Americas,1983-01-01,Oil palm fruit,5419,hg/ha,125153.0
35587,Americas,1983-01-01,Oil palm fruit,5510,tonnes,1709712.0
36018,Americas,1984-01-01,Oil palm fruit,5312,ha,152642.0
36019,Americas,1984-01-01,Oil palm fruit,5419,hg/ha,130335.0
36020,Americas,1984-01-01,Oil palm fruit,5510,tonnes,1989454.0
36454,Americas,1985-01-01,Oil palm fruit,5312,ha,165707.0
36455,Americas,1985-01-01,Oil palm fruit,5419,hg/ha,130813.0
36456,Americas,1985-01-01,Oil palm fruit,5510,tonnes,2167661.0
36890,Americas,1986-01-01,Oil palm fruit,5312,ha,190722.0
36891,Americas,1986-01-01,Oil palm fruit,5419,hg/ha,130973.0
36892,Americas,1986-01-01,Oil palm fruit,5510,tonnes,2497939.0
37327,Americas,1987-01-01,Oil palm fruit,5312,ha,197377.0
37328,Americas,1987-01-01,Oil palm fruit,5419,hg/ha,137187.0
37329,Americas,1987-01-01,Oil palm fruit,5510,tonnes,2707751.0
37767,Americas,1988-01-01,Oil palm fruit,5312,ha,216080.0
37768,Americas,1988-01-01,Oil palm fruit,5419,hg/ha,144786.0
37769,Americas,1988-01-01,Oil palm fruit,5510,tonnes,3128534.0
38208,Americas,1989-01-01,Oil palm fruit,5312,ha,240499.0
38209,Americas,1989-01-01,Oil palm fruit,5419,hg/ha,143261.0
38210,Americas,1989-01-01,Oil palm fruit,5510,tonnes,3445407.0
38654,Americas,1990-01-01,Oil palm fruit,5312,ha,271103.0
38655,Americas,1990-01-01,Oil palm fruit,5419,hg/ha,136815.0
38656,Americas,1990-01-01,Oil palm fruit,5510,tonnes,3709089.0
39117,Americas,1991-01-01,Oil palm fruit,5312,ha,320038.0
39118,Americas,1991-01-01,Oil palm fruit,5419,hg/ha,121298.0
39119,Americas,1991-01-01,Oil palm fruit,5510,tonnes,3881999.0
39588,Americas,1992-01-01,Oil palm fruit,5312,ha,364268.0
39589,Americas,1992-01-01,Oil palm fruit,5419,hg/ha,125982.0
39590,Americas,1992-01-01,Oil palm fruit,5510,tonnes,4589106.0
40059,Americas,1993-01-01,Oil palm fruit,5312,ha,357323.0
40060,Americas,1993-01-01,Oil palm fruit,5419,hg/ha,134295.0
40061,Americas,1993-01-01,Oil palm fruit,5510,tonnes,4798656.0
40530,Americas,1994-01-01,Oil palm fruit,5312,ha,386013.0
40531,Americas,1994-01-01,Oil palm fruit,5419,hg/ha,132771.0
40532,Americas,1994-01-01,Oil palm fruit,5510,tonnes,5125140.0
41001,Americas,1995-01-01,Oil palm fruit,5312,ha,395633.0
41002,Americas,1995-01-01,Oil palm fruit,5419,hg/ha,133139.0
41003,Americas,1995-01-01,Oil palm fruit,5510,tonnes,5267413.0
41472,Americas,1996-01-01,Oil palm fruit,5312,ha,415439.0
41473,Americas,1996-01-01,Oil palm fruit,5419,hg/ha,135650.0
41474,Americas,1996-01-01,Oil palm fruit,5510,tonnes,5635410.7
41943,Americas,1997-01-01,Oil palm fruit,5312,ha,435592.0
41944,Americas,1997-01-01,Oil palm fruit,5419,hg/ha,139114.0
41945,Americas,1997-01-01,Oil palm fruit,5510,tonnes,6059679.13
42414,Americas,1998-01-01,Oil palm fruit,5312,ha,445140.0
42415,Americas,1998-01-01,Oil palm fruit,5419,hg/ha,148667.0
42416,Americas,1998-01-01,Oil palm fruit,5510,tonnes,6617770.89
42885,Americas,1999-01-01,Oil palm fruit,5312,ha,457719.0
42886,Americas,1999-01-01,Oil palm fruit,5419,hg/ha,141260.0
42887,Americas,1999-01-01,Oil palm fruit,5510,tonnes,6465748.23
43356,Americas,2000-01-01,Oil palm fruit,5312,ha,503507.0
43357,Americas,2000-01-01,Oil palm fruit,5419,hg/ha,141411.0
43358,Americas,2000-01-01,Oil palm fruit,5510,tonnes,7120133.61
43827,Americas,2001-01-01,Oil palm fruit,5312,ha,546045.0
43828,Americas,2001-01-01,Oil palm fruit,5419,hg/ha,140782.0
43829,Americas,2001-01-01,Oil palm fruit,5510,tonnes,7687342.99
44298,Americas,2002-01-01,Oil palm fruit,5312,ha,576289.0
44299,Americas,2002-01-01,Oil palm fruit,5419,hg/ha,136413.0
44300,Americas,2002-01-01,Oil palm fruit,5510,tonnes,7861301.38
44768,Americas,2003-01-01,Oil palm fruit,5312,ha,597365.0
44769,Americas,2003-01-01,Oil palm fruit,5419,hg/ha,135086.0
44770,Americas,2003-01-01,Oil palm fruit,5510,tonnes,8069588.76
45238,Americas,2004-01-01,Oil palm fruit,5312,ha,601598.0
45239,Americas,2004-01-01,Oil palm fruit,5419,hg/ha,152725.0
45240,Americas,2004-01-01,Oil palm fruit,5510,tonnes,9187894.14
45709,Americas,2005-01-01,Oil palm fruit,5312,ha,646544.0
45710,Americas,2005-01-01,Oil palm fruit,5419,hg/ha,143273.0
45711,Americas,2005-01-01,Oil palm fruit,5510,tonnes,9263229.52
46180,Americas,2006-01-01,Oil palm fruit,5312,ha,678914.0
46181,Americas,2006-01-01,Oil palm fruit,5419,hg/ha,155542.0
46182,Americas,2006-01-01,Oil palm fruit,5510,tonnes,10559954.91
46649,Americas,2007-01-01,Oil palm fruit,5312,ha,704454.0
46650,Americas,2007-01-01,Oil palm fruit,5419,hg/ha,151139.0
46651,Americas,2007-01-01,Oil palm fruit,5510,tonnes,10647051.29
47118,Americas,2008-01-01,Oil palm fruit,5312,ha,730679.0
47119,Americas,2008-01-01,Oil palm fruit,5419,hg/ha,152761.0
47120,Americas,2008-01-01,Oil palm fruit,5510,tonnes,11161931.67
47586,Americas,2009-01-01,Oil palm fruit,5312,ha,797695.0
47587,Americas,2009-01-01,Oil palm fruit,5419,hg/ha,144292.0
47588,Americas,2009-01-01,Oil palm fruit,5510,tonnes,11510081.05
48057,Americas,2010-01-01,Oil palm fruit,5312,ha,851795.0
48058,Americas,2010-01-01,Oil palm fruit,5419,hg/ha,158113.0
48059,Americas,2010-01-01,Oil palm fruit,5510,tonnes,13467949.34
48530,Americas,2011-01-01,Oil palm fruit,5312,ha,929485.0
48531,Americas,2011-01-01,Oil palm fruit,5419,hg/ha,150932.0
48532,Americas,2011-01-01,Oil palm fruit,5510,tonnes,14028879.0
49005,Americas,2012-01-01,Oil palm fruit,5312,ha,968074.0
49006,Americas,2012-01-01,Oil palm fruit,5419,hg/ha,154999.0
49007,Americas,2012-01-01,Oil palm fruit,5510,tonnes,15005043.0
49479,Americas,2013-01-01,Oil palm fruit,5312,ha,1071661.0
49480,Americas,2013-01-01,Oil palm fruit,5419,hg/ha,145115.0
49481,Americas,2013-01-01,Oil palm fruit,5510,tonnes,15551436.88
49953,Americas,2014-01-01,Oil palm fruit,5312,ha,1197946.0
49954,Americas,2014-01-01,Oil palm fruit,5419,hg/ha,142456.0
49955,Americas,2014-01-01,Oil palm fruit,5510,tonnes,17065467.35
50427,Americas,2015-01-01,Oil palm fruit,5312,ha,1333012.0
50428,Americas,2015-01-01,Oil palm fruit,5419,hg/ha,146487.0
50429,Americas,2015-01-01,Oil palm fruit,5510,tonnes,19526912.5
50901,Americas,2016-01-01,Oil palm fruit,5312,ha,1322517.0
50902,Americas,2016-01-01,Oil palm fruit,5419,hg/ha,141293.0
50903,Americas,2016-01-01,Oil palm fruit,5510,tonnes,18686199.28
51375,Americas,2017-01-01,Oil palm fruit,5312,ha,1491916.0
51376,Americas,2017-01-01,Oil palm fruit,5419,hg/ha,148292.0
51377,Americas,2017-01-01,Oil palm fruit,5510,tonnes,22123847.34
51850,Americas,2018-01-01,Oil palm fruit,5312,ha,1575580.0
51851,Americas,2018-01-01,Oil palm fruit,5419,hg/ha,145332.0
51852,Americas,2018-01-01,Oil palm fruit,5510,tonnes,22898184.12
52324,Americas,2019-01-01,Oil palm fruit,5312,ha,1628574.0
52325,Americas,2019-01-01,Oil palm fruit,5419,hg/ha,141591.0
52326,Americas,2019-01-01,Oil palm fruit,5510,tonnes,23059078.41
52798,Americas,2020-01-01,Oil palm fruit,5312,ha,1683905.0
52799,Americas,2020-01-01,Oil palm fruit,5419,hg/ha,136772.0
52800,Americas,2020-01-01,Oil palm fruit,5510,tonnes,23031080.59
53257,Americas,2021-01-01,Oil palm fruit,5312,ha,1706631.0
53258,Americas,2021-01-01,Oil palm fruit,5419,hg/ha,140474.0
53259,Americas,2021-01-01,Oil palm fruit,5510,tonnes,23973771.45
53684,Asia,1961-01-01,Oil palm fruit,5312,ha,114402.0
53685,Asia,1961-01-01,Oil palm fruit,5419,hg/ha,136492.0
53686,Asia,1961-01-01,Oil palm fruit,5510,tonnes,1561500.0
54113,Asia,1962-01-01,Oil palm fruit,5312,ha,117275.0
54114,Asia,1962-01-01,Oil palm fruit,5419,hg/ha,135707.0
54115,Asia,1962-01-01,Oil palm fruit,5510,tonnes,1591500.0
54542,Asia,1963-01-01,Oil palm fruit,5312,ha,125173.0
54543,Asia,1963-01-01,Oil palm fruit,5419,hg/ha,134494.0
54544,Asia,1963-01-01,Oil palm fruit,5510,tonnes,1683500.0
54971,Asia,1964-01-01,Oil palm fruit,5312,ha,134000.0
54972,Asia,1964-01-01,Oil palm fruit,5419,hg/ha,127276.0
54973,Asia,1964-01-01,Oil palm fruit,5510,tonnes,1705500.0
55400,Asia,1965-01-01,Oil palm fruit,5312,ha,140100.0
55401,Asia,1965-01-01,Oil palm fruit,5419,hg/ha,129443.0
55402,Asia,1965-01-01,Oil palm fruit,5510,tonnes,1813500.0
55832,Asia,1966-01-01,Oil palm fruit,5312,ha,153650.0
55833,Asia,1966-01-01,Oil palm fruit,5419,hg/ha,136056.0
55834,Asia,1966-01-01,Oil palm fruit,5510,tonnes,2090500.0
56264,Asia,1967-01-01,Oil palm fruit,5312,ha,164750.0
56265,Asia,1967-01-01,Oil palm fruit,5419,hg/ha,138725.0
56266,Asia,1967-01-01,Oil palm fruit,5510,tonnes,2285500.0
